p10,p25,p50,p75,p90,metric,comid,result_type
110.8,138,192,231,262.6,DS_Dur_WS,22548475,observed
206.6,228.5,252.5,287.25,321.8,DS_Tim,22548475,observed
0.008000000000000004,0.04,0.12,0.27,0.498,DS_Mag_50,22548475,observed
0.06400000000000002,0.21,0.42900000000000005,0.7660000000000006,1.3339999999999999,DS_Mag_90,22548475,observed
4,5,6,8,9,FA_Dur,22548475,observed
1.26877983851277,1.6229856243976615,4.285399262691992,6.497214247882177,12.615802421173067,FA_Mag,22548475,observed
4,18,28,39,50,FA_Tim,22548475,observed
0.06945736434108522,0.09758064516129028,0.1076147351080117,0.14285714285714296,0.18912037037037044,SP_ROC,22548475,observed
24.7,53.25,78,117.75,129.60000000000002,SP_Dur,22548475,observed
1.7140000000000002,3.955,18.35,114.675,339.1000000000001,SP_Mag,22548475,observed
141.8,150.5,170.5,204,209.20000000000002,SP_Tim,22548475,observed
32.400000000000006,66,93,108,143.2,Wet_BFL_Dur,22548475,observed
0.054000000000000006,0.17,0.37,0.548,0.9339999999999999,Wet_BFL_Mag_10,22548475,observed
0.21100000000000002,0.43,1.19,3.1,14.2,Wet_BFL_Mag_50,22548475,observed
46.6,53,82,105,124,Wet_Tim,22548475,observed
85.80000000000001,91.5,101,104,105.8,Peak_Tim_10,22548475,observed
94.9,121.25,131,138,164.6,Peak_Tim_2,22548475,observed
94,110.875,129.25,142.75,151.5,Peak_Tim_5,22548475,observed
1,1,1,1.5,1.7999999999999998,Peak_Dur_10,22548475,observed
1.4000000000000004,2,3,7.5,11.6,Peak_Dur_2,22548475,observed
1.5,2,2,2.75,3.5,Peak_Dur_5,22548475,observed
590.3000000000003,590.3000000000003,590.3000000000003,590.3000000000003,590.3000000000003,Peak_10,22548475,observed
63.15,63.15,63.15,63.15,63.15,Peak_2,22548475,observed
263.40000000000026,263.40000000000026,263.40000000000026,263.40000000000026,263.40000000000026,Peak_5,22548475,observed
1,1,1,1.5,1.7999999999999998,Peak_Fre_10,22548475,observed
1,1.5,2,4,5,Peak_Fre_2,22548475,observed
1,1,1,1.75,2,Peak_Fre_5,22548475,observed
