Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1994,158,303,13,45.60000000000002,3,69.00008926506125,0,0.08333333333333333,62,64,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1036,661,880.2,NA,NA,NA
1995,166,318,40.5,63.5,8,29.01584142966427,1,0.058823529411764705,45,537,273,178,76,189.5,95,NA,186,212,NA,3,1,1036,661,880.2,NA,2,1
1996,124,304,22,65.4,3,369.70631760057535,72,0.06153846153846154,71,1060,233,115,95.8,168,118,229,228,228,1,4,3,1036,661,880.2,1,1,1
1997,245,280,15,81,4,46.00243074096563,0,0.052083333333333336,182,1300,98,36,102,165.5,62,92,91,91,5,7,7,1036,661,880.2,1,1,1
1998,220,318,46,89,8,85.02077417725643,2,0.06666666666666667,59,470,259,100,75.9,190,159,NA,NA,NA,NA,NA,NA,1036,661,880.2,NA,NA,NA
1999,NA,304,NA,NA,5,77.00014235023589,0,0.0775347912524851,62,767,242,70,86.9,197,172,NA,237,NA,NA,3,NA,1036,661,880.2,NA,1,NA
2000,NA,301,NA,NA,6,73.00578160132727,0,0.06060606060606061,60,335,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1036,661,880.2,NA,NA,NA
2001,226,278,20.9,46.75,4,41.146355396540265,11,0.07692307692307693,47,121,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1036,661,880.2,NA,NA,NA
2002,176,299,15.95,72.5,9,51.29830505234625,0,0.07124730364166978,100,310,199,61,51.9,65,138,NA,NA,NA,NA,NA,NA,1036,661,880.2,NA,NA,NA
2003,100,292,6.630000000000001,51.96,5,15.196523624305014,0,0.07210031347962383,47,685,245,136,43.7,83.45,109,NA,238,NA,NA,3,NA,1036,661,880.2,NA,2,NA
2004,227,293,17.8,43.38,3,50.399886301572636,0,0.0695847851335656,72,168,221,195,16.540000000000003,36.7,26,NA,NA,NA,NA,NA,NA,1036,661,880.2,NA,NA,NA
2005,117,306,6.85,87.62,9,32.88801282362849,70,0.050423728813559325,68,554,238,84,80.52,107,154,NA,230,230,NA,4,2,1036,661,880.2,NA,1,1
2006,NA,302,NA,NA,5,67.1006384945794,0,0.07547169811320761,71,451,231,174,64.9,138.5,57,91,91,91,1,2,1,1036,661,880.2,1,1,1
2007,93,283,4.48,5.653999999999999,3,125.96744451062344,4,0.06168259856375137,56,155,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1036,661,880.2,NA,NA,NA
2008,218,287,12.8,43.56000000000004,NA,NA,NA,0.08240740740740746,54,458,233,223,8.928,29.3,10,NA,NA,NA,NA,NA,NA,1036,661,880.2,NA,NA,NA
2009,238,293,13.7,62.02,2,46.2004685525634,0,0.07284768211920528,69,318,224,85,54.56,97.4,139,NA,214,NA,NA,1,NA,1036,661,880.2,NA,1,NA
2010,219,307,56.4,120.20000000000002,7,90.81718912641624,4,0.06349206349206349,55,661,252,87,60.14,104,165,NA,248,NA,NA,1,NA,1036,661,880.2,NA,1,NA
2011,NA,322,NA,NA,6,127.00443029972863,4,0.08254612189703471,53,738,269,109,113.4,225,160,NA,260,NA,NA,4,NA,1036,661,880.2,NA,2,NA
2012,NA,279,NA,NA,2,111.9960538579005,4,0.06392717905875801,62,283,217,NA,NA,NA,NA,NA,208,NA,NA,1,NA,1036,661,880.2,NA,1,NA
2013,NA,285,NA,NA,1,104.99826898831253,3,0.054341286620356366,71,101,214,NA,NA,NA,NA,NA,62,NA,NA,1,NA,1036,661,880.2,NA,1,NA
2014,113,278,6.59,48.699999999999996,1,46.405334441130506,0,0.06289308176100629,47,85.1,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1036,661,880.2,NA,NA,NA
2015,200,269,6.01,39.42999999999998,NA,NA,NA,0.051383399209486195,131,155,138,113,13.8,24.5,25,NA,NA,NA,NA,NA,NA,1036,661,880.2,NA,NA,NA
2016,136,287,23.35,100.9,4,25.32092502165147,0,0.06980807086614171,52,316,235,132,48.190000000000005,153,103,NA,NA,NA,NA,NA,NA,1036,661,880.2,NA,NA,NA
2017,96,312,16.9,123,3,137.95746865686274,15,0.06814430153380563,73,554,239,182,116.4,274.5,57,NA,99,131,NA,6,1,1036,661,880.2,NA,3,1
2018,190,277,8.52,23.869999999999973,NA,NA,NA,0.06282183316168892,84,579,193,151,12.2,56.9,42,NA,188,NA,NA,1,NA,1036,661,880.2,NA,1,NA
2019,NA,311,NA,NA,NA,NA,NA,0.06437768240343347,58,514,253,152,49.339999999999996,129,101,NA,NA,NA,NA,NA,NA,1036,661,880.2,NA,NA,NA
2020,NA,291,NA,NA,16,107.00790867560448,3,0.055555555555555684,57,590,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1036,661,880.2,NA,NA,NA
