Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1990,258,284,11,11,NA,NA,NA,0.038461538461538464,64,26,220,70,12,25,150,NA,187,NA,NA,1,NA,37,31,36,NA,1,NA
1991,256,283,12,14,NA,NA,NA,0.2857142857142857,25,28,258,82,26,27,176,NA,NA,NA,NA,NA,NA,37,31,36,NA,NA,NA
1992,248,287,11,12,NA,NA,NA,0.037037037037037035,56,27,231,58,14,27,173,NA,NA,NA,NA,NA,NA,37,31,36,NA,NA,NA
1993,252,287,11,13,NA,NA,NA,0.14166666666666666,19,29,268,99,13.8,29,169,NA,223.5,NA,NA,3,NA,37,31,36,NA,2,NA
1994,172,285,11,13,NA,NA,NA,0.07142857142857142,258,14,27,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,37,31,36,NA,NA,NA
1995,107,283,13,14,11,24.97041056639096,24,0.03333333333333333,58,33,225,134,18,21,91,64,209,181,2,53,7,37,31,36,1,9,3
1996,251,287,12,14,NA,NA,NA,0.037037037037037035,36,32,251,227,13,17,24,NA,218.5,230,NA,36,2,37,31,36,NA,8,1
1997,252,284,13,15,NA,NA,NA,0.03571428571428571,57,28,227,55,14,27,172,NA,187,NA,NA,4,NA,37,31,36,NA,1,NA
1998,124,283,12,13,4,24.886195944568428,10,0.21428571428571427,19,28,264,94,14.3,27,170,NA,NA,NA,NA,NA,NA,37,31,36,NA,NA,NA
1999,248,286,14,15,NA,NA,NA,0.037037037037037035,83,28,203,162,12,13,41,NA,50,NA,NA,4,NA,37,31,36,NA,1,NA
2000,249,288,12,13,NA,NA,NA,0.16666666666666666,20,28,268,100,14,28,168,NA,NA,NA,NA,NA,NA,37,31,36,NA,NA,NA
2001,257,284,12,13,NA,NA,NA,0.038461538461538464,55,27,229,58,13,26,171,NA,NA,NA,NA,NA,NA,37,31,36,NA,NA,NA
2002,269,283,12,13,3,23.860909198575598,66,0.37289915966386555,19,27,264,89,24.400000000000006,27,175,NA,NA,NA,NA,NA,NA,37,31,36,NA,NA,NA
2003,253,284,12,13,NA,NA,NA,0.3125,27,28,257,71,27,28,186,NA,211,NA,NA,3,NA,37,31,36,NA,2,NA
2004,250,289,11,13,NA,NA,NA,0.08333333333333333,24,27,265,94,13,27,171,NA,NA,NA,NA,NA,NA,37,31,36,NA,NA,NA
2005,244,295,13,14,NA,NA,NA,0.07142857142857142,33,30,262,89,26,30,173,230,229,230,1,27,2,37,31,36,1,3,1
2006,251,288,13,15,NA,NA,NA,0.037037037037037035,32,28,256,83,17.00000000000001,28,173,NA,222,NA,NA,2,NA,37,31,36,NA,1,NA
2007,197,346,12,13,NA,NA,NA,0.041666666666666664,110,27,236,63,14.400000000000002,26,173,NA,NA,NA,NA,NA,NA,37,31,36,NA,NA,NA
2008,253,288,11,13,NA,NA,NA,0.037037037037037035,51,27,237,60,25.400000000000002,27,177,NA,191,NA,NA,2,NA,37,31,36,NA,1,NA
2009,256,283,11,13,NA,NA,NA,0.03571428571428571,49,28,234,59,13,28,175,NA,202,NA,NA,26,NA,37,31,36,NA,2,NA
2010,234,290,12,15,2,25.00935996379523,20,0.05952380952380952,30,30,260,87,23.4,33,173,233,195,217,9,50,27,37,31,36,3,1,3
2011,257,284,11,13,NA,NA,NA,0.35833333333333334,16,30,268,110,16.9,29,158,NA,NA,NA,NA,NA,NA,37,31,36,NA,NA,NA
2012,147,286,11,12,4,24.763191494651565,10,0.034482758620689655,62,36,224,49,13,31,175,NA,195,214,NA,61,15,37,31,36,NA,3,3
2013,242,300,11,13,NA,NA,NA,0.14166666666666666,60,28,240,173,12,17,67,NA,NA,NA,NA,NA,NA,37,31,36,NA,NA,NA
2014,252,291,12,13,NA,NA,NA,0.08333333333333333,27,27,264,88,27,28,176,NA,211,NA,NA,27,NA,37,31,36,NA,1,NA
2015,256,284,12,13,NA,NA,NA,0.038461538461538464,51,26,233,56,25,26,177,NA,NA,NA,NA,NA,NA,37,31,36,NA,NA,NA
2016,252,290,12,14,NA,NA,NA,0.0707196029776675,76,34,214,40,13,28,174,NA,202,NA,NA,14,NA,37,31,36,NA,1,NA
2017,260,284,12,14,NA,NA,NA,0.13513513513513514,36,37,248,72,26,28,176,232.5,221,221,23,31,30,37,31,36,2,1,1
2018,255,284,12,14,5,24.064680838716654,25,0.18181818181818182,62,35,222,44,14,29.5,178,NA,213,NA,NA,21,NA,37,31,36,NA,1,NA
2019,254,283,12.2,13.4,NA,NA,NA,0.21025641025641026,14,28,269,96,23.5,28,173,205,222,205,7,10,7,37,31,36,1,2,1
2020,253,284,12.2,13.4,NA,NA,NA,0.021710234824988846,38,27.3,246,75,13.1,26.9,171,NA,189,NA,NA,1,NA,37,31,36,NA,1,NA
