p10,p25,p50,p75,p90,metric,comid,result_type
NA,NA,NA,NA,NA,DS_Dur_WS,20350869,observed
175.5,191,207,222.25,233,DS_Tim,20350869,observed
NA,NA,NA,NA,NA,DS_Mag_50,20350869,observed
NA,NA,NA,NA,NA,DS_Mag_90,20350869,observed
2.1999999999999997,4,7,17,19.4,FA_Dur,20350869,observed
2.1720024344209836,3.1880949138808434,13.581389198709529,14.48170635365052,27.36017601989405,FA_Mag,20350869,observed
21.2,26,51,66,66,FA_Tim,20350869,observed
0.08778406168516059,0.10980725623582764,0.11697530864197522,0.12758721361585945,0.1314227279776675,SP_ROC,20350869,observed
18,21.25,43.5,77.75,102.5,SP_Dur,20350869,observed
81.85,135,152.5,407,890.5,SP_Mag,20350869,observed
115,145.25,155,173,181.5,SP_Tim,20350869,observed
29.5,43.25,47.5,60.75,66.5,Wet_BFL_Dur,20350869,observed
0,2.5000000000000136e-4,0.08050000000000002,2.665,5.075,Wet_BFL_Mag_10,20350869,observed
0.875,1.855,5.085,19.7825,26.75,Wet_BFL_Mag_50,20350869,observed
76.5,87.25,107.5,118.75,124,Wet_Tim,20350869,observed
86,92,102,123.5,136.39999999999998,Peak_Tim_10,20350869,observed
102.5,113.375,128.25,143.125,148.5,Peak_Tim_2,20350869,observed
97,118.75,138,142.25,150.5,Peak_Tim_5,20350869,observed
1,1,1,1.5,1.7999999999999998,Peak_Dur_10,20350869,observed
9.5,11.25,19.5,35.25,44.5,Peak_Dur_2,20350869,observed
1,1.25,2.5,3.75,6,Peak_Dur_5,20350869,observed
904.2000000000004,904.2000000000004,904.2000000000004,904.2000000000004,904.2000000000004,Peak_10,20350869,observed
23,23,23,23,23,Peak_2,20350869,observed
406.60000000000014,406.60000000000014,406.60000000000014,406.60000000000014,406.60000000000014,Peak_5,20350869,observed
1,1,1,1,1,Peak_Fre_10,20350869,observed
3.5,4,4.5,5.75,7.5,Peak_Fre_2,20350869,observed
1,1,1.5,2.75,3.5,Peak_Fre_5,20350869,observed
