p10,p25,p50,p75,p90,metric,comid,result_type
87.19999999999999,133,204,259,284.6,DS_Dur_WS,17569497,observed
187.5,203,249,318.75,374.3,DS_Tim,17569497,observed
2.2,3,8.3,19,25,DS_Mag_50,17569497,observed
3.9140000000000006,6.3,16.1,29.50000000000003,42.20000000000004,DS_Mag_90,17569497,observed
2.1000000000000005,3,5.5,9.25,12.099999999999998,FA_Dur,17569497,observed
23.611911107026124,47.24312223606459,70.08692770774212,117.97980487459883,279.9830326357013,FA_Mag,17569497,observed
3,5.25,15.5,51,66.3,FA_Tim,17569497,observed
0.04273689273689273,0.06664447403462051,0.09090909090909091,0.18333333333333335,0.24755244755244765,SP_ROC,17569497,observed
17.4,38.25,70.5,169.5,222.89999999999998,SP_Dur,17569497,observed
33.040000000000006,75,104,1020,1830,SP_Mag,17569497,observed
120.6,149,160,187,217.6,SP_Tim,17569497,observed
25.5,48.75,67.5,112.75,153,Wet_BFL_Dur,17569497,observed
3.75,5.025,11.25,20.25,30,Wet_BFL_Mag_10,17569497,observed
7.375,18.950000000000003,50,76.25,102,Wet_BFL_Mag_50,17569497,observed
27.5,37.75,81.5,114.5,135.5,Wet_Tim,17569497,observed
126.19999999999999,133.25,145,146.5,147.4,Peak_Tim_10,17569497,observed
117.20000000000002,129,143,152.5,171.8,Peak_Tim_2,17569497,observed
114.75,123.375,131.5,144.5,152.5,Peak_Tim_5,17569497,observed
1,1,1,2,2.5999999999999996,Peak_Dur_10,17569497,observed
1.4000000000000004,2,9,17,24.799999999999997,Peak_Dur_2,17569497,observed
1,1.25,2,4.25,5,Peak_Dur_5,17569497,observed
3734,3734,3734,3734,3734,Peak_10,17569497,observed
280,280,280,280,280,Peak_2,17569497,observed
2106.000000000002,2106.000000000002,2106.000000000002,2106.000000000002,2106.000000000002,Peak_5,17569497,observed
1,1,1,1.5,1.7999999999999998,Peak_Fre_10,17569497,observed
1,1,2,3.5,4.6,Peak_Fre_2,17569497,observed
1,1.25,2,2,2.5,Peak_Fre_5,17569497,observed
