comid,metric,p10,p25,p50,p75,p90,source,result_type
20350869,Peak_Dur_2,1,1,3,7,16,inferred,predicted
20350869,Peak_Dur_5,1,1,1,3,4.8,inferred,predicted
20350869,Peak_Fre_2,1,1,2,3,5,inferred,predicted
20350869,Peak_Fre_5,1,1,1,2,3,inferred,predicted
20350869,Peak_10,238.04941120520098,388.99951512883905,643.2191201485849,902.029124592106,1239.79547340561,model,predicted
20350869,Peak_2,27.7869838572089,42.2474549627379,63.74789352026979,94.84088345642759,186.56226000989798,model,predicted
20350869,Peak_5,124.5928,163.0576,260.0212,404.2702,849.6188,model,predicted
20350869,DS_Dur_WS,117.656666666666,151.9375,198.2,248.4875,278.625,model,predicted
20350869,DS_Mag_50,-5.76182851430573e-16,0,0.0458322280335054,0.193091540747562,0.545874872237679,model,predicted
20350869,DS_Mag_90,0.0158042772596078,0.143303353874184,0.498263909192135,0.94123951700647,1.39730374703273,model,predicted
20350869,DS_Tim,181.475,213.61875,251.283333333334,287.5,317.508333333333,model,predicted
20350869,FA_Dur,2,3,4,7,9,obs,predicted
20350869,FA_Mag,1.43557682945535,4.05920507452781,7.87341497951563,22.417915521741,36.4714989956454,model,predicted
20350869,FA_Tim,4.36333333333334,11.6583333333333,35.95,50.925,62.725,model,predicted
20350869,Peak_Dur_10,1,1,1,2,3.2,obs,predicted
20350869,Peak_Fre_10,1,1,1,1,2,obs,predicted
20350869,SP_Dur,20.745,34.15,62.3708333333334,109.166666666667,142.858333333334,model,predicted
20350869,SP_Mag,1.49197216287205,5.47744117116345,24.586176132038,68.4365133285349,142.915626242266,model,predicted
20350869,SP_ROC,0.0426683716965046,0.055194810813607303,0.0714285714285714,0.102555203630074,0.166666666666667,obs,predicted
20350869,SP_Tim,139.8125,158.366666666667,176.25,202.05,228.5875,model,predicted
20350869,Wet_BFL_Dur,34.15,52.15,82.1,139.2,178.02,model,predicted
20350869,Wet_BFL_Mag_10,0,0.125946547054694,0.405929027217794,0.800036913553573,1.07175082446745,model,predicted
20350869,Wet_BFL_Mag_50,0.223423914275772,0.514382959150166,1.11314439954807,1.71335860081314,2.64474543659991,model,predicted
20350869,Wet_Tim,31.635,50.725,79.8375,99.5625,122.525,model,predicted
