p10,p25,p50,p75,p90,metric,comid,result_type
113.10000000000001,178.25,220.5,248.5,285.70000000000005,DS_Dur_WS,1669845,observed
177,203,223,277.75,329,DS_Tim,1669845,observed
0,0.1,0.22999999999999998,0.45,0.718,DS_Mag_50,1669845,observed
0.503,0.8472500000000001,1.4,1.9152500000000017,3.8720000000000026,DS_Mag_90,1669845,observed
1,2,3,5,6,FA_Dur,1669845,observed
1.9550518121574494,2.755364650768288,5.298464759659188,10.262728186660528,21.951766641461994,FA_Mag,1669845,observed
4,11,25,38,51,FA_Tim,1669845,observed
0.06824141526388715,0.09132692307692308,0.1157651679306609,0.13997126250862665,0.17147132261144157,SP_ROC,1669845,observed
17.3,24.5,36,98.5,150.90000000000003,SP_Dur,1669845,observed
7.630000000000001,21.25,66.5,166,353.3,SP_Mag,1669845,observed
132.9,152.5,174,193,207.4,SP_Tim,1669845,observed
38.50000000000001,62,88,110,143.4000000000001,Wet_BFL_Dur,1669845,observed
0.2910000000000001,0.5555000000000001,1.6400000000000001,7.380000000000001,9.71,Wet_BFL_Mag_10,1669845,observed
1.603,4.215,12,29.75,72.25000000000007,Wet_BFL_Mag_50,1669845,observed
46.300000000000004,60.75,86.5,102,122,Wet_Tim,1669845,observed
93.8,104,110,119.375,130.25,Peak_Tim_10,1669845,observed
80.8,96,117,132.5,146.79999999999995,Peak_Tim_2,1669845,observed
79,106.5,121,137.75,141.5,Peak_Tim_5,1669845,observed
1,1,1.5,2,2.3,Peak_Dur_10,1669845,observed
1,2,4,8,12.399999999999999,Peak_Dur_2,1669845,observed
1,1,2,3,4,Peak_Dur_5,1669845,observed
927.4000000000002,927.4000000000002,927.4000000000002,927.4000000000002,927.4000000000002,Peak_10,1669845,observed
255,255,255,255,255,Peak_2,1669845,observed
662.6000000000001,662.6000000000001,662.6000000000001,662.6000000000001,662.6000000000001,Peak_5,1669845,observed
1,1,1,1.25,2,Peak_Fre_10,1669845,observed
1,1,2,3,5,Peak_Fre_2,1669845,observed
1,1,2,2,2.5999999999999996,Peak_Fre_5,1669845,observed
