Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1905,230,290,32,40,NA,NA,NA,0.03279569892473118,120,92,170,57,16,36,113,NA,162,NA,NA,2,NA,1352.0000000000002,203.5,653.6,NA,1,NA
1906,93,356,41,60.8,NA,NA,NA,0.020833333333333332,176,862,180,26,24,189,154,NA,166,175,NA,13,2,1352.0000000000002,203.5,653.6,NA,3,1
1907,NA,359,NA,NA,2,107.95048215978622,72,0.054093567251461985,184,310,175,92,68,90,83,NA,162.5,NA,NA,9,NA,1352.0000000000002,203.5,653.6,NA,2,NA
1908,193,273,21,23.80000000000001,NA,NA,NA,0.07692307692307693,143,130,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1352.0000000000002,203.5,653.6,NA,NA,NA
1909,276,168,35,43,NA,NA,NA,0.07692307692307693,30,372,138,38,21.7,44,100,NA,129,129,NA,8,1,1352.0000000000002,203.5,653.6,NA,3,1
1910,342,121,30,38.900000000000034,5,161.927155101973,69,0.08130081300813008,23,161,98,20,35,37,78,92,91,91,1,3,2,1352.0000000000002,203.5,653.6,1,1,1
1911,NA,290,NA,NA,NA,NA,NA,0.05444664031620553,123,203,167,70,31,53,97,NA,119,159,NA,10,2,1352.0000000000002,203.5,653.6,NA,5,1
1912,197,267,20,22,NA,NA,NA,0.05128205128205128,100,100,167,NA,NA,NA,NA,NA,160,NA,NA,2,NA,1352.0000000000002,203.5,653.6,NA,1,NA
1913,147,321,9.5,15.520000000000001,NA,NA,NA,0.05,164,29,157,59,19,21,98,NA,NA,NA,NA,NA,NA,1352.0000000000002,203.5,653.6,NA,NA,NA
1914,121,357,34,37,10,25.996525147344453,49,0.05102040816326531,208,800,149,47,31.000000000000004,83,102,142,117,130.5,1,21,5,1352.0000000000002,203.5,653.6,1,3,4
