p10,p25,p50,p75,p90,metric,comid,result_type,gageid
302.9,315.75,332,342,350.09999999999997,DS_Tim,8944453,observed,10336780
9.416,12,17,21,25.800000000000004,DS_Mag_50,8944453,observed,10336780
12.006,15.7,22,31.40000000000001,38.958000000000034,DS_Mag_90,8944453,observed,10336780
2,3,3,4,6,FA_Dur,8944453,observed,10336780
22.76496607273041,30.93093937670737,45.45433431157011,64.99469369272202,81.1274795649044,FA_Mag,8944453,observed,10336780
13,25,42,53,62,FA_Tim,8944453,observed,10336780
0.02580328879992542,0.02980438386473417,0.03566064962728595,0.04545454545454545,0.0600661764705882,SP_ROC,8944453,observed,10336780
54,64,77,90.25,99.1,SP_Dur,8944453,observed,10336780
33,44.099999999999994,100.05,187.75,264.1,SP_Mag,8944453,observed,10336780
232.7,242,252.5,261.25,273,SP_Tim,8944453,observed,10336780
63.2,78,100,143,196.40000000000003,Wet_BFL_Dur,8944453,observed,10336780
13.02,18.27,27,37.06,58.560000000000045,Wet_BFL_Mag_10,8944453,observed,10336780
21,33,45,70,114.80000000000004,Wet_BFL_Mag_50,8944453,observed,10336780
47.4,114,156,180,190,Wet_Tim,8944453,observed,10336780
87,91.25,107.5,209.25,253.5,Peak_Tim_10,8944453,observed,10336780
157.29999999999998,196.25,224,238.625,248.1,Peak_Tim_2,8944453,observed,10336780
95,142.25,229,249.5,270.2,Peak_Tim_5,8944453,observed,10336780
1,1.25,2.5,3.75,19,Peak_Dur_10,8944453,observed,10336780
6,25.5,42.5,60.75,74.1,Peak_Dur_2,8944453,observed,10336780
2,2,5.5,12,36.900000000000006,Peak_Dur_5,8944453,observed,10336780
329.90000000000003,329.90000000000003,329.90000000000003,329.90000000000003,329.90000000000003,Peak_10,8944453,observed,10336780
113.5,113.5,113.5,113.5,113.5,Peak_2,8944453,observed,10336780
256,256,256,256,256,Peak_5,8944453,observed,10336780
1,1,1,1,2.5,Peak_Fre_10,8944453,observed,10336780
1,2,3,4,4,Peak_Fre_2,8944453,observed,10336780
1,1,1,2,2.9000000000000004,Peak_Fre_5,8944453,observed,10336780
111.4,156,213,238.5,254,DS_Dur_WS,8933522,observed,10343500
283.6,289,301,311.5,321.4,DS_Tim,8933522,observed,10343500
1.76,2.01,2.8,3.814999999999999,4.54,DS_Mag_50,8933522,observed,10343500
2.46,2.959999999999999,4.57,6.15,8.376,DS_Mag_90,8933522,observed,10343500
2,3,4,5,7.600000000000001,FA_Dur,8933522,observed,10343500
4.380303427732932,7.192711090229988,10.9480765742748,14.91616449009054,25.381677718935325,FA_Mag,8933522,observed,10343500
10.8,25,37,48,61.6,FA_Tim,8933522,observed,10343500
0.04026966292134841,0.0442858172903598,0.05228981544771018,0.05555555555555566,0.06011038489469859,SP_ROC,8933522,observed,10343500
56,64,71,81.5,90.4,SP_Dur,8933522,observed,10343500
14.2,25.85,44,89,115.2,SP_Mag,8933522,observed,10343500
200.6,217,233,239.5,249.6,SP_Tim,8933522,observed,10343500
47.2,60,80,132,166,Wet_BFL_Dur,8933522,observed,10343500
3.1176000000000004,4.25,6.120000000000001,8.8445,14.239999999999998,Wet_BFL_Mag_10,8933522,observed,10343500
4.954,9.9425,18,32.175,46.099999999999994,Wet_BFL_Mag_50,8933522,observed,10343500
40.2,94,148,170.5,183.8,Wet_Tim,8933522,observed,10343500
83,87,92,140,186,Peak_Tim_10,8933522,observed,10343500
123,178,214,225.625,231.1,Peak_Tim_2,8933522,observed,10343500
84.69999999999999,95,118.75,224,233.5,Peak_Tim_5,8933522,observed,10343500
1,1,1,2,2,Peak_Dur_10,8933522,observed,10343500
1.3000000000000007,14.5,27.5,38,52.8,Peak_Dur_2,8933522,observed,10343500
1,1,2,3,3,Peak_Dur_5,8933522,observed,10343500
257,257,257,257,257,Peak_10,8933522,observed,10343500
60,60,60,60,60,Peak_2,8933522,observed,10343500
169.8,169.8,169.8,169.8,169.8,Peak_5,8933522,observed,10343500
1,1,1,1,1,Peak_Fre_10,8933522,observed,10343500
1,1.25,3,4,5,Peak_Fre_2,8933522,observed,10343500
1,1,1,1.75,2,Peak_Fre_5,8933522,observed,10343500
128,158,193,206.5,208,DS_Dur_WS,20331150,observed,11023310
210.1,220.75,245.5,281.75,299.59999999999997,DS_Tim,20331150,observed,11023310
0,0,0,0.04,0.1,DS_Mag_50,20331150,observed,11023310
0,0.1,0.17,0.302,0.3799999999999997,DS_Mag_90,20331150,observed,11023310
2,2,5.5,8.25,10.5,FA_Dur,20331150,observed,11023310
1.3764807172053135,2.5722336700890076,5.831651035770458,12.207937479781094,14.462992696814895,FA_Mag,20331150,observed,11023310
5.600000000000001,9.5,22,38.75,47.89999999999999,FA_Tim,20331150,observed,11023310
0.08109090909090916,0.09723466188983428,0.1660685805422647,0.190625,0.22250000000000003,SP_ROC,20331150,observed,11023310
35.6,48.5,72.5,101.5,118,SP_Dur,20331150,observed,11023310
1.54,2.875,22.5,53,67.4,SP_Mag,20331150,observed,11023310
158.3,167.75,184,201,210.6,SP_Tim,20331150,observed,11023310
69,69.5,115,143.5,151,Wet_BFL_Dur,20331150,observed,11023310
0.08,0.08449999999999999,0.2,0.606,0.8,Wet_BFL_Mag_10,20331150,observed,11023310
0.23,0.4,0.7,4.8,8.6,Wet_BFL_Mag_50,20331150,observed,11023310
34,40,49,96.5,110,Wet_Tim,20331150,observed,11023310
146.95000000000002,147.625,148.75,149.875,150.54999999999998,Peak_Tim_10,20331150,observed,11023310
144.70000000000002,148.75,162.5,166.5,171.4,Peak_Tim_2,20331150,observed,11023310
139,143.5,151,152,152.6,Peak_Tim_5,20331150,observed,11023310
1.8000000000000007,3,5,7,8.2,Peak_Dur_10,20331150,observed,11023310
1,1,1,7,12.200000000000005,Peak_Dur_2,20331150,observed,11023310
1,1,1,7,10.599999999999998,Peak_Dur_5,20331150,observed,11023310
134.8,134.8,134.8,134.8,134.8,Peak_10,20331150,observed,11023310
53,53,53,53,53,Peak_2,20331150,observed,11023310
93.6,93.6,93.6,93.6,93.6,Peak_5,20331150,observed,11023310
1.3000000000000005,1.75,2.5,3.25,3.7,Peak_Fre_10,20331150,observed,11023310
1,1,1,4,6,Peak_Fre_2,20331150,observed,11023310
1,1,1,2,2.5999999999999996,Peak_Fre_5,20331150,observed,11023310
245.5,271,275,292.5,306,DS_Dur_WS,20331242,observed,11023325
182,186,200,222,288.5999999999999,DS_Tim,20331242,observed,11023325
0,0,0,0,0.0125,DS_Mag_50,20331242,observed,11023325
0.16,0.1935000000000001,0.25200000000000017,0.2775,0.49,DS_Mag_90,20331242,observed,11023325
2,2,2,2,2,FA_Dur,20331242,observed,11023325
2.025829180901033,2.025829180901033,2.025829180901033,2.025829180901033,2.025829180901033,FA_Mag,20331242,observed,11023325
63,63,63,63,63,FA_Tim,20331242,observed,11023325
0.07582417582417586,0.09090909090909088,0.14285714285714282,0.17615384615384613,0.26422595841455476,SP_ROC,20331242,observed,11023325
11.8,17,24,62,159.79999999999998,SP_Dur,20331242,observed,11023325
3,15,22,67,98.7999999999999,SP_Mag,20331242,observed,11023325
144.6,160,171,183,191.2,SP_Tim,20331242,observed,11023325
31.6,37,56,62,109.39999999999992,Wet_BFL_Dur,20331242,observed,11023325
0,0.02,0.26,0.6920000000000002,1.0471999999999997,Wet_BFL_Mag_10,20331242,observed,11023325
0.08600000000000002,0.26,2.5,3.9,6.509999999999998,Wet_BFL_Mag_50,20331242,observed,11023325
49.8,90,110,125,138,Wet_Tim,20331242,observed,11023325
123.3,128.25,136.5,144.75,149.7,Peak_Tim_10,20331242,observed,11023325
126.8,139.25,150,159.25,167.9,Peak_Tim_2,20331242,observed,11023325
126.4,136,152,153,153.6,Peak_Tim_5,20331242,observed,11023325
1,1,1,1,1,Peak_Dur_10,20331242,observed,11023325
4.4,7.5,16,19.5,24.200000000000003,Peak_Dur_2,20331242,observed,11023325
1,1,1,1.5,1.7999999999999998,Peak_Dur_5,20331242,observed,11023325
234.8,234.8,234.8,234.8,234.8,Peak_10,20331242,observed,11023325
15,15,15,15,15,Peak_2,20331242,observed,11023325
187.60000000000016,187.60000000000016,187.60000000000016,187.60000000000016,187.60000000000016,Peak_5,20331242,observed,11023325
1,1,1,1,1,Peak_Fre_10,20331242,observed,11023325
1.6,2.5,4,4.5,5,Peak_Fre_2,20331242,observed,11023325
1,1,1,1,1,Peak_Fre_5,20331242,observed,11023325
189.2,211,239,271,289.6,DS_Dur_WS,20351605,observed,11046300
175.1,204.75,232,250.75,269.3,DS_Tim,20351605,observed,11046300
0,0,0,0,0.5400000000000003,DS_Mag_50,20351605,observed,11046300
0.008,0.11,0.6540000000000004,3.4,6.626000000000001,DS_Mag_90,20351605,observed,11046300
2.4000000000000004,3.75,7.5,19.25,20.6,FA_Dur,20351605,observed,11046300
2.0632611257909748,2.7395732522286367,4.506922044780605,15.9429131851175,20.03519259874935,FA_Mag,20351605,observed,11046300
42.400000000000006,55.75,60.5,67.75,70.6,FA_Tim,20351605,observed,11046300
0.05956322648820007,0.06666666666666667,0.08220720720720723,0.11012759170653916,0.14884615384615385,SP_ROC,20351605,observed,11046300
21.4,35,52.5,64.5,89.00000000000004,SP_Dur,20351605,observed,11046300
1.831,11.5,100,218.5,997.2000000000024,SP_Mag,20351605,observed,11046300
122,146,168.5,195.75,217.50000000000009,SP_Tim,20351605,observed,11046300
20,35,66,89,146.70000000000007,Wet_BFL_Dur,20351605,observed,11046300
0,0.135,0.765,1.9425,11.230000000000064,Wet_BFL_Mag_10,20351605,observed,11046300
0.263,1.22,6.199999999999999,11.575,39.72000000000021,Wet_BFL_Mag_50,20351605,observed,11046300
44.9,83.5,99.5,120,139.00000000000009,Wet_Tim,20351605,observed,11046300
72.4,82,102,136,142,Peak_Tim_10,20351605,observed,11046300
99,118.5,136,149,186,Peak_Tim_2,20351605,observed,11046300
63.2,81,121.5,145,162.79999999999998,Peak_Tim_5,20351605,observed,11046300
1,1,1,1,1,Peak_Dur_10,20351605,observed,11046300
1,2,5,9,38,Peak_Dur_2,20351605,observed,11046300
1,1,2,3,3.599999999999998,Peak_Dur_5,20351605,observed,11046300
2483.9999999999995,2483.9999999999995,2483.9999999999995,2483.9999999999995,2483.9999999999995,Peak_10,20351605,observed,11046300
135.5,135.5,135.5,135.5,135.5,Peak_2,20351605,observed,11046300
1172.0000000000002,1172.0000000000002,1172.0000000000002,1172.0000000000002,1172.0000000000002,Peak_5,20351605,observed,11046300
1,1,1,1,1,Peak_Fre_10,20351605,observed,11046300
1,1,2,4,6,Peak_Fre_2,20351605,observed,11046300
1,1,1,2,2.1999999999999993,Peak_Fre_5,20351605,observed,11046300
129.9,142.25,194,236.75,277.3,DS_Dur_WS,20350533,observed,11046500
202.4,231,248,282,311.2,DS_Tim,20350533,observed,11046500
0,0.1,0.35,1.1,2.5,DS_Mag_50,20350533,observed,11046500
0.1,0.37000000000000066,1.4,4.202500000000001,9.300000000000004,DS_Mag_90,20350533,observed,11046500
2.4000000000000004,5,7,10,14.6,FA_Dur,20350533,observed,11046500
1.561957988064473,2.4927701553802395,4.122788208754805,4.990080885243471,17.836135073728975,FA_Mag,20350533,observed,11046500
11.8,17,35,56,67.2,FA_Tim,20350533,observed,11046500
0.05928945835760046,0.07023809523809524,0.12700534759358287,0.2613636363636364,0.33333333333333326,SP_ROC,20350533,observed,11046500
27.6,52.5,71,115.5,141,SP_Dur,20350533,observed,11046500
0.7400000000000002,3.45,54,321.5,729.6000000000016,SP_Mag,20350533,observed,11046500
124.4,155,172,198,216.2,SP_Tim,20350533,observed,11046500
25,50.5,69,140.5,188.2,Wet_BFL_Dur,20350533,observed,11046500
0.08000000000000007,0.3,1.24,3.4150000000000005,6.700000000000003,Wet_BFL_Mag_10,20350533,observed,11046500
0.5400000000000003,1.625,4.1,20,157.00000000000003,Wet_BFL_Mag_50,20350533,observed,11046500
25.800000000000004,43,89,111.5,123.20000000000002,Wet_Tim,20350533,observed,11046500
85.19999999999999,114,129,131,143.6,Peak_Tim_10,20350533,observed,11046500
92,124,136,154.5,164.5,Peak_Tim_2,20350533,observed,11046500
104.2,118,132,152,166.2,Peak_Tim_5,20350533,observed,11046500
1,1,1,2,3.1999999999999993,Peak_Dur_10,20350533,observed,11046500
1,3,7,27,44,Peak_Dur_2,20350533,observed,11046500
1,1,1,2,3.599999999999998,Peak_Dur_5,20350533,observed,11046500
2120,2120,2120,2120,2120,Peak_10,20350533,observed,11046500
114,114,114,114,114,Peak_2,20350533,observed,11046500
1210,1210,1210,1210,1210,Peak_5,20350533,observed,11046500
1,1,1,1,1.5999999999999996,Peak_Fre_10,20350533,observed,11046500
1,1,2,3,5,Peak_Fre_2,20350533,observed,11046500
1,1,1,1,2,Peak_Fre_5,20350533,observed,11046500
91,131,145,206,212.6,DS_Dur_WS,20355480,observed,11048553
217,248,273,305.5,309,DS_Tim,20355480,observed,11048553
0.13,0.13,0.19,0.23,0.27,DS_Mag_50,20355480,observed,11048553
0.148,0.19,0.23,0.33,0.35399999999999987,DS_Mag_90,20355480,observed,11048553
1.5,2.25,3,3.75,4,FA_Dur,20355480,observed,11048553
1.6546401425377626,1.9831702989197009,4.345054781953987,7.76483722465677,26.440130807856683,FA_Mag,20355480,observed,11048553
4.5,6.75,15.5,34,53,FA_Tim,20355480,observed,11048553
0.06666666666666654,0.07975618131868138,0.09589434395635948,0.11830193150847251,0.1875,SP_ROC,20355480,observed,11048553
25,61,108,130,152,SP_Dur,20355480,observed,11048553
0.709,2.0725,7.495,31.424999999999997,240.0600000000001,SP_Mag,20355480,observed,11048553
142.5,149.25,198,204.75,233.7,SP_Tim,20355480,observed,11048553
40.2,72,99.5,132.75,186.7,Wet_BFL_Dur,20355480,observed,11048553
0.136,0.19625,0.25,0.2995,0.36069999999999985,Wet_BFL_Mag_10,20355480,observed,11048553
0.178,0.27875,0.42,0.5625,0.7684999999999995,Wet_BFL_Mag_50,20355480,observed,11048553
36.599999999999994,46.75,62,82,100.1,Wet_Tim,20355480,observed,11048553
88.10000000000001,97.25,112.5,127.75,136.9,Peak_Tim_10,20355480,observed,11048553
95,100.375,116.5,140.875,148.75,Peak_Tim_2,20355480,observed,11048553
89.7,101.25,120.5,134.25,142.5,Peak_Tim_5,20355480,observed,11048553
1,1,1,1,1,Peak_Dur_10,20355480,observed,11048553
1,1.75,6,8.75,12,Peak_Dur_2,20355480,observed,11048553
1,1,1,5.5,8.2,Peak_Dur_5,20355480,observed,11048553
240.0600000000001,240.0600000000001,240.0600000000001,240.0600000000001,240.0600000000001,Peak_10,20355480,observed,11048553
17.5,17.5,17.5,17.5,17.5,Peak_2,20355480,observed,11048553
50.52,50.52,50.52,50.52,50.52,Peak_5,20355480,observed,11048553
1,1,1,1,1,Peak_Fre_10,20355480,observed,11048553
1,1.25,3.5,5.75,6,Peak_Fre_2,20355480,observed,11048553
1,1,1,2.5,3.3999999999999995,Peak_Fre_5,20355480,observed,11048553
82,106.5,132,161,175,DS_Dur_WS,22555344,observed,11058600
270.6,287,301,316,329.8,DS_Tim,22555344,observed,11058600
0.1,0.2,0.465,0.8,1.2,DS_Mag_50,22555344,observed,11058600
0.3,0.6,0.8,1.310000000000001,2.45,DS_Mag_90,22555344,observed,11058600
2,2.75,4,6,7.700000000000003,FA_Dur,22555344,observed,11058600
1.1900722939258166,1.763063547005618,4.202114116665528,7.118134722643113,10.630484834241722,FA_Mag,22555344,observed,11058600
2.5999999999999996,14.75,25,44,59.7,FA_Tim,22555344,observed,11058600
0.04073708452723806,0.05718954248366011,0.07778738115816775,0.11111111111111108,0.25000000000000006,SP_ROC,22555344,observed,11058600
55.6,71,89,109,135.8,SP_Dur,22555344,observed,11058600
1.2560000000000002,2.1875,4.95,12.05,20.200000000000017,SP_Mag,22555344,observed,11058600
174.2,187.75,212,232,241.1,SP_Tim,22555344,observed,11058600
72.6,104,142,174,217.2,Wet_BFL_Dur,22555344,observed,11058600
0.512,0.7,1.1100000000000003,1.935,3.0280000000000005,Wet_BFL_Mag_10,22555344,observed,11058600
0.9,1.35,2.2,4.595,10.600000000000009,Wet_BFL_Mag_50,22555344,observed,11058600
17,37.5,66,98.5,107.20000000000002,Wet_Tim,22555344,observed,11058600
99.3,120,130.25,149.125,154.9,Peak_Tim_10,22555344,observed,11058600
73,104,128,152,177,Peak_Tim_2,22555344,observed,11058600
77.4,93,122,138,151.4,Peak_Tim_5,22555344,observed,11058600
1.7000000000000002,2,2.5,4.5,6.8999999999999995,Peak_Dur_10,22555344,observed,11058600
1,1,2,6,19,Peak_Dur_2,22555344,observed,11058600
1,1,2,5,7.800000000000001,Peak_Dur_5,22555344,observed,11058600
108.10000000000018,108.10000000000018,108.10000000000018,108.10000000000018,108.10000000000018,Peak_10,22555344,observed,11058600
28,28,28,28,28,Peak_2,22555344,observed,11058600
65,65,65,65,65,Peak_5,22555344,observed,11058600
1,1,2,2,2.5999999999999996,Peak_Fre_10,22555344,observed,11058600
1,1,1,3,4,Peak_Fre_2,22555344,observed,11058600
1,1,1,2,3,Peak_Fre_5,22555344,observed,11058600
111.2,137,179,225,267.8,DS_Dur_WS,22554630,observed,11063000
183,212.75,266.5,301.25,330.5,DS_Tim,22554630,observed,11063000
1.64,2,2.5,4.15,5.68,DS_Mag_50,22554630,observed,11063000
2.08,2.7,4.4,6.2,10.480000000000008,DS_Mag_90,22554630,observed,11063000
3,3,4.5,7.25,9.8,FA_Dur,22554630,observed,11063000
5.428195250374465,6.240448353378849,13.462185104261458,26.72194847726732,36.46761825220374,FA_Mag,22554630,observed,11063000
1.7000000000000015,31.25,45,56.5,64.3,FA_Tim,22554630,observed,11063000
0.05581699346405236,0.06066176470588234,0.069520264681555,0.08333333333333326,0.09934318555008212,SP_ROC,22554630,observed,11063000
26,57,109.5,153.25,206.5,SP_Dur,22554630,observed,11063000
7.95,14.75,34,118,819,SP_Mag,22554630,observed,11063000
99.5,123.5,153.5,176.75,193,SP_Tim,22554630,observed,11063000
19,32.75,68.5,100.25,141,Wet_BFL_Dur,22554630,observed,11063000
2.05,2.415,3.43,4.925000000000001,6.9,Wet_BFL_Mag_10,22554630,observed,11063000
2.45,3.6,6.05,10.2,21,Wet_BFL_Mag_50,22554630,observed,11063000
30.5,47.5,86,112,122,Wet_Tim,22554630,observed,11063000
101.5,121.5,145.5,150.75,159.25,Peak_Tim_10,22554630,observed,11063000
68.35,97,126.75,138.875,168.8,Peak_Tim_2,22554630,observed,11063000
106.55,126.5,140,148.5,155.4,Peak_Tim_5,22554630,observed,11063000
1,1,1,1.75,3,Peak_Dur_10,22554630,observed,11063000
1,1.75,2.5,7,9.6,Peak_Dur_2,22554630,observed,11063000
1.1,2,4,5,6.800000000000001,Peak_Dur_5,22554630,observed,11063000
1980,1980,1980,1980,1980,Peak_10,22554630,observed,11063000
156,156,156,156,156,Peak_2,22554630,observed,11063000
509,509,509,509,509,Peak_5,22554630,observed,11063000
1,1,1,1,2.5,Peak_Fre_10,22554630,observed,11063000
1,1,2,3,3.3000000000000007,Peak_Fre_2,22554630,observed,11063000
1,1,2,3,3,Peak_Fre_5,22554630,observed,11063000
183.3,201.75,236,284.5,305.5,DS_Dur_WS,22563182,observed,11077000
189.2,196,215,240,255.6,DS_Tim,22563182,observed,11077000
0,0,0,0,0.04500000000000002,DS_Mag_50,22563182,observed,11077000
0,0.0375,0.2,0.475,2.770000000000001,DS_Mag_90,22563182,observed,11077000
1.7000000000000002,5.75,9,13.75,20.5,FA_Dur,22563182,observed,11077000
1.457640957975029,1.5242680406740132,2.733347226590584,10.33996362025555,35.082220099536755,FA_Mag,22563182,observed,11077000
25.4,33.5,48,57,62.1,FA_Tim,22563182,observed,11077000
0.0798786649891273,0.13799019607843135,0.2662878787878788,0.6666666666666666,0.7800000000000001,SP_ROC,22563182,observed,11077000
14.800000000000002,30,38,65.5,88.20000000000002,SP_Dur,22563182,observed,11077000
1.3200000000000005,19,63,229.5,708.0000000000003,SP_Mag,22563182,observed,11077000
142,159,168,183,193.6,SP_Tim,22563182,observed,11077000
25,30,66,94,118,Wet_BFL_Dur,22563182,observed,11077000
0,0,0.07000000000000002,0.2,0.55,Wet_BFL_Mag_10,22563182,observed,11077000
0.1,0.2,0.7,12,104.5,Wet_BFL_Mag_50,22563182,observed,11077000
27,67,108,135,153,Wet_Tim,22563182,observed,11077000
133.8,138,154,154,156.1,Peak_Tim_10,22563182,observed,11077000
81.75,123.125,135,150.875,176.5,Peak_Tim_2,22563182,observed,11077000
123.8,133.25,140.5,149.5,157.60000000000002,Peak_Tim_5,22563182,observed,11077000
1,1,2,2,3.1999999999999993,Peak_Dur_10,22563182,observed,11077000
2,3.75,12,38.25,52,Peak_Dur_2,22563182,observed,11077000
1,1.75,2.5,5.25,6,Peak_Dur_5,22563182,observed,11077000
987.2000000000004,987.2000000000004,987.2000000000004,987.2000000000004,987.2000000000004,Peak_10,22563182,observed,11077000
39,39,39,39,39,Peak_2,22563182,observed,11077000
499.8000000000003,499.8000000000003,499.8000000000003,499.8000000000003,499.8000000000003,Peak_5,22563182,observed,11077000
1,1,1,1,1.5999999999999996,Peak_Fre_10,22563182,observed,11077000
1.5,2,2,3.5,5,Peak_Fre_2,22563182,observed,11077000
1,1,1.5,2,2,Peak_Fre_5,22563182,observed,11077000
95,125,160,187,213.2,DS_Dur_WS,22522855,observed,11080500
268,287.5,299,313.5,325.5,DS_Tim,22522855,observed,11080500
7.64,11,15,24,34.3,DS_Mag_50,22522855,observed,11080500
12.520000000000003,16,22.200000000000003,38,64.88000000000001,DS_Mag_90,22522855,observed,11080500
2,4,5,7,7,FA_Dur,22522855,observed,11080500
15.940955788029838,36.99163889416115,58.7697374306628,71.0311465241805,82.76009929961415,FA_Mag,22522855,observed,11080500
17,24,38,50,65,FA_Tim,22522855,observed,11080500
0.02695464467620664,0.03333333333333333,0.04,0.04761904761904761,0.05263157894736842,SP_ROC,22522855,observed,11080500
67.80000000000001,87,117,147,162.60000000000002,SP_Dur,22522855,observed,11080500
39,78.5,150.5,446,814.5,SP_Mag,22522855,observed,11080500
112,152.75,191,210.75,227.5,SP_Tim,22522855,observed,11080500
31.6,56,96,133,166.20000000000002,Wet_BFL_Dur,22522855,observed,11080500
12,14.5,24.3,45.8,79.4,Wet_BFL_Mag_10,22522855,observed,11080500
22,39.5,58.5,134.5,273.8,Wet_BFL_Mag_50,22522855,observed,11080500
37.2,62,89,117,120.6,Wet_Tim,22522855,observed,11080500
100.8,114,131.5,143,148.4,Peak_Tim_10,22522855,observed,11080500
63.7,101.5,130.5,149.25,162.60000000000002,Peak_Tim_2,22522855,observed,11080500
70.05,98,133,139.125,159.25,Peak_Tim_5,22522855,observed,11080500
1,1,2,2,2.5999999999999996,Peak_Dur_10,22522855,observed,11080500
1,2.5,6,24.5,43.6,Peak_Dur_2,22522855,observed,11080500
1,1,2.5,7.25,11,Peak_Dur_5,22522855,observed,11080500
4495,4495,4495,4495,4495,Peak_10,22522855,observed,11080500
429,429,429,429,429,Peak_2,22522855,observed,11080500
1530,1530,1530,1530,1530,Peak_5,22522855,observed,11080500
1,1,1,2,2,Peak_Fre_10,22522855,observed,11080500
1,1,2,3.5,4.800000000000001,Peak_Fre_2,22522855,observed,11080500
1,1,1.5,2,2.0999999999999996,Peak_Fre_5,22522855,observed,11080500
96.2,135,175,210,241.2000000000001,DS_Dur_WS,22524649,observed,11082000
201,252.5,286,307.5,335,DS_Tim,22524649,observed,11082000
3.52,5.15,11,17,35.400000000000006,DS_Mag_50,22524649,observed,11082000
6.460000000000001,11.400000000000006,23,37.60000000000008,60.96000000000003,DS_Mag_90,22524649,observed,11082000
2,3,4,6,8,FA_Dur,22524649,observed,11082000
9.888252341764831,16.004408705488473,41.0002513798248,67.9998982519319,193.18226597838853,FA_Mag,22524649,observed,11082000
0.8000000000000003,9,26,40,54.19999999999999,FA_Tim,22524649,observed,11082000
0.02867236279986855,0.03866640302888499,0.05,0.0588235294117647,0.06896551724137923,SP_ROC,22524649,observed,11082000
42,66,102,150.5,174,SP_Dur,22524649,observed,11082000
32,73.5,181,676.5,1780,SP_Mag,22524649,observed,11082000
96,132.5,159,206.5,225,SP_Tim,22524649,observed,11082000
23.8,36.5,75,122,151.40000000000003,Wet_BFL_Dur,22524649,observed,11082000
7.92,10.81,19.8,31,45.84,Wet_BFL_Mag_10,22524649,observed,11082000
15.2,25,50,135.75,294.20000000000056,Wet_BFL_Mag_50,22524649,observed,11082000
29.4,57,78,102,119.8,Wet_Tim,22524649,observed,11082000
110,131.625,138.25,143.75,148,Peak_Tim_10,22524649,observed,11082000
85.75,107.75,130.5,150.75,166.5,Peak_Tim_2,22524649,observed,11082000
92,123.5,133,143,151,Peak_Tim_5,22524649,observed,11082000
1,1.25,2.5,3,4.5,Peak_Dur_10,22524649,observed,11082000
1,2,5,15,26.5,Peak_Dur_2,22524649,observed,11082000
1,1,2,3.5,7,Peak_Dur_5,22524649,observed,11082000
4000,4000,4000,4000,4000,Peak_10,22524649,observed,11082000
676,676,676,676,676,Peak_2,22524649,observed,11082000
2870,2870,2870,2870,2870,Peak_5,22524649,observed,11082000
1,1,1.5,2,2,Peak_Fre_10,22524649,observed,11082000
1,1,2,3.75,5,Peak_Fre_2,22524649,observed,11082000
1,1,1,2,3,Peak_Fre_5,22524649,observed,11082000
113.2,152.5,183,206.5,268.40000000000003,DS_Dur_WS,22514414,observed,11094000
196.8,241,268,279.5,292.8,DS_Tim,22514414,observed,11094000
0,0,0.2,1.15,1.7500000000000002,DS_Mag_50,22514414,observed,11094000
0.22000000000000003,0.725,1.3,4.210000000000001,7.9,DS_Mag_90,22514414,observed,11094000
2,2.25,5,9.75,10.999999999999996,FA_Dur,22514414,observed,11094000
1.549238248622646,2.133445122664539,3.2851085967440437,5.885405041021557,28.594298847888368,FA_Mag,22514414,observed,11094000
32.099999999999994,37.75,40.5,44,51.19999999999999,FA_Tim,22514414,observed,11094000
0.05669444444444443,0.0666666666666667,0.07142857142857142,0.109144072301967,0.20000000000000004,SP_ROC,22514414,observed,11094000
51.8,58.5,86,127,161.20000000000002,SP_Dur,22514414,observed,11094000
8.120000000000001,14,31,143.5,257.80000000000007,SP_Mag,22514414,observed,11094000
105.2,138,165,191.5,212.6,SP_Tim,22514414,observed,11094000
19.4,39.5,72,116,158.6,Wet_BFL_Dur,22514414,observed,11094000
0.6,0.8500000000000001,1.6,3.5,5.29,Wet_BFL_Mag_10,22514414,observed,11094000
1.04,2.15,4.15,17.75,28.40000000000001,Wet_BFL_Mag_50,22514414,observed,11094000
32.4,50.5,83,104,119.2,Wet_Tim,22514414,observed,11094000
97.4,110,131,132,132.6,Peak_Tim_10,22514414,observed,11094000
52.7,101.75,129.5,143.625,161.7,Peak_Tim_2,22514414,observed,11094000
63.599999999999994,70.5,116,133,163.59999999999997,Peak_Tim_5,22514414,observed,11094000
1,1,1,2.5,3.3999999999999995,Peak_Dur_10,22514414,observed,11094000
1,1.75,4,10.25,18.500000000000004,Peak_Dur_2,22514414,observed,11094000
1,1,1,2,5.599999999999998,Peak_Dur_5,22514414,observed,11094000
1522.0000000000005,1522.0000000000005,1522.0000000000005,1522.0000000000005,1522.0000000000005,Peak_10,22514414,observed,11094000
138,138,138,138,138,Peak_2,22514414,observed,11094000
832,832,832,832,832,Peak_5,22514414,observed,11094000
1,1,1,1.5,1.7999999999999998,Peak_Fre_10,22514414,observed,11094000
1,1,1.5,4.25,5,Peak_Fre_2,22514414,observed,11094000
1,1,1,2,2.5999999999999996,Peak_Fre_5,22514414,observed,11094000
93.9,127.75,176,215.75,262.7,DS_Dur_WS,22514458,observed,11095500
208.6,253.25,278.5,326.25,346.5,DS_Tim,22514458,observed,11095500
0.3,1.2,3.35,7.0625,11,DS_Mag_50,22514458,observed,11095500
