comid,metric,p10,p25,p50,p75,p90,source,result_type,gageid
22514458,Wet_BFL_Dur,38.9333333333334,59.49375,84,114.09375,139.129166666666,model,predicted,11095500
22514458,Wet_BFL_Mag_10,1.71830016052495,2.89454039050247,5.66390354542183,10.5200148865678,19.9386800872509,model,predicted,11095500
22514458,Wet_BFL_Mag_50,7.31321186493363,14.8046726672842,23.246360784961,35.4881640482186,52.1541873508746,model,predicted,11095500
22514458,Wet_Tim,62.675,77.45,87.5,102.308333333334,112.166666666667,model,predicted,11095500
22514774,Peak_Dur_2,1,1,3,7,16,inferred,predicted,11098000
22514774,Peak_Dur_5,1,1,1,3,4.8,inferred,predicted,11098000
22514774,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11098000
22514774,Peak_Fre_5,1,1,1,2,3,inferred,predicted,11098000
22514774,Peak_10,552.460918938276,753.4156158688429,800.800000000002,878.454485747289,1148.50872310821,model,predicted,11098000
22514774,Peak_2,70.46995378075842,120.257449412745,140.77620741796102,149.994087251156,167.613215425625,model,predicted,11098000
22514774,Peak_5,296.7474,438.8263,485.2,534.8139,806.1486,model,predicted,11098000
22514774,DS_Dur_WS,147.45,173,176.125,187.8,218.238333333334,model,predicted,11098000
22514774,DS_Mag_50,0.279751883842374,0.493817136710041,0.584631793767733,0.660831801652089,1.0805092714037,model,predicted,11098000
22514774,DS_Mag_90,0.799743652087071,1.52693658136675,1.89980453563715,2.05351233219735,2.76463421166146,model,predicted,11098000
22514774,DS_Tim,242.08,266.883333333333,274.5,277.652083333334,294.418333333334,model,predicted,11098000
22514774,FA_Dur,2,3,4,7,9,obs,predicted,11098000
22514774,FA_Mag,1.66663638895074,3.13672674504439,5.22237111693051,9.52703379923167,21.6619541927251,model,predicted,11098000
22514774,FA_Tim,10.15,25.5,38.5,44.725,56,model,predicted,11098000
22514774,Peak_Dur_10,1,1,1,2,3.2,obs,predicted,11098000
22514774,Peak_Fre_10,1,1,1,1,2,obs,predicted,11098000
22514774,SP_Dur,50.5833333333333,67.3645833333333,76.875,83.375,108.82,model,predicted,11098000
22514774,SP_Mag,13.45948427937,42.8969639600928,53.5,64.8601170390144,121.454112334307,model,predicted,11098000
22514774,SP_ROC,0.0426683716965046,0.055194810813607303,0.0714285714285714,0.102555203630074,0.166666666666667,obs,predicted,11098000
22514774,SP_Tim,158.295,176.125,183.25,184.25,204.553333333334,model,predicted,11098000
22514774,Wet_BFL_Dur,62.7,84.05,91.1,103.525,130.553333333334,model,predicted,11098000
22514774,Wet_BFL_Mag_10,1.02097245915334,1.70517462451196,1.99422063750168,2.2486776084444,3.01019285575598,model,predicted,11098000
22514774,Wet_BFL_Mag_50,2.8389685534466,4.00952849348021,4.69311790062399,6.11363652901942,8.95540209868837,model,predicted,11098000
22514774,Wet_Tim,70.34,82.89375,84.5,88.03125,103.533333333334,model,predicted,11098000
22514894,Peak_Dur_2,1,1,3,7,16,inferred,predicted,11100000
22514894,Peak_Dur_5,1,1,1,3,4.8,inferred,predicted,11100000
22514894,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11100000
22514894,Peak_Fre_5,1,1,1,2,3,inferred,predicted,11100000
22514894,Peak_10,404.474113627589,576.154008543559,680.390743385155,688.757713075333,709.988563429935,model,predicted,11100000
22514894,Peak_2,53.9601888864405,67.0074665378738,72.11958128720329,85.3837659452943,138.998212217724,model,predicted,11100000
22514894,Peak_5,240.9503,373.1243,478,501.1584,527.7688,model,predicted,11100000
22514894,DS_Dur_WS,122.24,142.8125,164.0625,198.475,232.686666666666,model,predicted,11100000
22514894,DS_Mag_50,0.322940518552254,0.601663527102893,0.900000000000001,1.16694606878019,1.68064919931586,model,predicted,11100000
22514894,DS_Mag_90,0.674225021417894,1.21389412029719,1.66159598934087,2.20105909639924,3.39558761864126,model,predicted,11100000
22514894,DS_Tim,230.946666666666,254,279.833333333333,297.54375,312.016666666667,model,predicted,11100000
22514894,FA_Dur,2,3,4,7,9,obs,predicted,11100000
22514894,FA_Mag,1.42432632857189,2.83484713503826,5.19521817427642,10.8023341350755,20.6573772955828,model,predicted,11100000
22514894,FA_Tim,10,27.40625,40.4,46,57.8775,model,predicted,11100000
22514894,Peak_Dur_10,1,1,1,2,3.2,obs,predicted,11100000
22514894,Peak_Fre_10,1,1,1,1,2,obs,predicted,11100000
22514894,SP_Dur,44.075,59.975,80.0833333333333,108.6375,142.78,model,predicted,11100000
22514894,SP_Mag,8.72316409707716,17.1735410441248,44.7481670650839,88.2981548631003,160.581237600532,model,predicted,11100000
22514894,SP_ROC,0.0426683716965046,0.055194810813607303,0.0714285714285714,0.102555203630074,0.166666666666667,obs,predicted,11100000
22514894,SP_Tim,151,163.25,182.8,197.6,217.685,model,predicted,11100000
22514894,Wet_BFL_Dur,47.3575,71.725,90.5,121.2875,151.28,model,predicted,11100000
22514894,Wet_BFL_Mag_10,0.731829178729924,1.16274640578733,1.71420081635986,2.31961768032967,3.42498981350856,model,predicted,11100000
22514894,Wet_BFL_Mag_50,1.91976012846065,3.18653968061259,3.97296668341888,6.33208110365658,10.5384411516839,model,predicted,11100000
22514894,Wet_Tim,54,77,88.6125,98.1666666666667,110.303333333333,model,predicted,11100000
17567911,Peak_Dur_2,1,1,4,10,29,inferred,predicted,11111500
17567911,Peak_Dur_5,1,1,2,3,6,inferred,predicted,11111500
17567911,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11111500
17567911,Peak_Fre_5,1,1,1,2,3,inferred,predicted,11111500
17567911,Peak_10,2136.85438061081,2746.00320138006,2952,3307.36191048367,4022.74480700541,model,predicted,11111500
17567911,Peak_2,219.49210360075801,274.135276746682,284,390.875950229819,639.884951617669,model,predicted,11111500
17567911,Peak_5,1115.214,1530.11,1584.6329999999998,2021.641,2498.206,model,predicted,11111500
17567911,DS_Dur_WS,165.3275,185.385416666667,196.8,216.34375,251.0125,model,predicted,11111500
17567911,DS_Mag_50,0.17348985921216,0.386662054836486,0.569892368834713,0.692648125268417,1.02717386476281,model,predicted,11111500
17567911,DS_Mag_90,0.746317370007396,1.50185698087203,1.95,2.49841085978711,5.28898833852716,model,predicted,11111500
17567911,DS_Tim,220.841666666666,247.4,258.125,265.508333333334,278.515,model,predicted,11111500
17567911,FA_Dur,2,3,4,6,8,obs,predicted,11111500
17567911,FA_Mag,2.77388129160816,4.30036912253218,6.41845603101292,14.6312589507977,36.7839894825217,model,predicted,11111500
17567911,FA_Tim,12.5,31.3,41,48.1354166666667,60.01,model,predicted,11111500
17567911,Peak_Dur_10,1,1,1,2,4,obs,predicted,11111500
17567911,Peak_Fre_10,1,1,1,1,2,obs,predicted,11111500
17567911,SP_Dur,50.65,75.7375,86.5,96.875,122.4575,model,predicted,11111500
17567911,SP_Mag,21.8325647365037,57.606222916436,84.6153370286243,107.448840253907,201.396964032368,model,predicted,11111500
17567911,SP_ROC,0.03845705116239,0.0486334288519571,0.0625000000000001,0.0813201980740652,0.114111705288176,obs,predicted,11111500
17567911,SP_Tim,144.18,152.65625,155.875,165.78125,186.7075,model,predicted,11111500
17567911,Wet_BFL_Dur,37.1225,54.875,60.25,78.71875,112.52,model,predicted,11111500
17567911,Wet_BFL_Mag_10,0.989035043682172,1.62927658254281,1.85345684591053,2.50715996121364,4.84920207640542,model,predicted,11111500
17567911,Wet_BFL_Mag_50,2.97586576559946,4.57090057152457,5.5527320470864,9.19719714310993,11.9510593331014,model,predicted,11111500
17567911,Wet_Tim,72.95,89.675,91.5,99.8791666666665,112.775,model,predicted,11111500
17574397,Peak_10,10.5922562781661,20.444460535418106,29.9708428523743,43.534923077589504,59.338150459553006,model,predicted,11113000
17574397,Peak_2,1.07939207860352,2.85400375433218,4.99981289992641,9.04823595457096,12.3357301234701,model,predicted,11113000
17574397,Peak_5,6.026669999999999,14.29526,19.64652,30.725959999999997,38.81013,model,predicted,11113000
17574397,DS_Dur_WS,114.4475,155.60625,199.7875,238.03125,273.7975,model,predicted,11113000
17574397,DS_Mag_50,0,0,0.00284710464767956,0.0107236796420362,0.0236046936722331,model,predicted,11113000
17574397,DS_Mag_90,0.00291607876788563,0.00932280999982388,0.0254240688637609,0.0567081398775367,0.098786128900436,model,predicted,11113000
17574397,DS_Tim,183.3,207.7,235.375,272.458333333333,305.205,model,predicted,11113000
17574397,FA_Mag,0.0491862561331457,0.108258648516375,0.271962762665401,0.558441919772947,0.981469390367939,model,predicted,11113000
17574397,FA_Tim,9.59,23.86875,40.6333333333334,52.7083333333333,62.9,model,predicted,11113000
17574397,SP_Dur,22.1666666666667,35,65,107.55,154.17,model,predicted,11113000
17574397,SP_Mag,0.20169869072589,0.578039037595676,1.60145530977222,4.31742013803809,7.98602691939058,model,predicted,11113000
17574397,SP_Tim,153.4875,160.4,176.333333333333,198.125,228.645833333333,model,predicted,11113000
17574397,Wet_BFL_Dur,41.5666666666666,65,95.15,137.425,173.23,model,predicted,11113000
17574397,Wet_BFL_Mag_10,0.00220946601619444,0.00944373147993276,0.0239488028467414,0.0454008199818422,0.074735632777839,model,predicted,11113000
17574397,Wet_BFL_Mag_50,0.0222104203236994,0.0390177708163979,0.0620821398723406,0.1166231676617,0.224279000345897,model,predicted,11113000
17574397,Wet_Tim,40.1875,65.95,84.8166666666666,96.8333333333333,115.708333333333,model,predicted,11113000
17586470,Peak_Dur_2,1,1,3,6,10,inferred,predicted,11115500
17586470,Peak_Dur_5,1,1,1,2,4,inferred,predicted,11115500
17586470,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11115500
17586470,Peak_Fre_5,1,1,1,2,2,inferred,predicted,11115500
17586470,Peak_10,2437.25454613373,2852.49526791088,2954.24382848813,3658.1249657142894,5055.01860506478,model,predicted,11115500
17586470,Peak_2,303.587917411022,404.612575626869,436,581.822575402286,925.148519634983,model,predicted,11115500
17586470,Peak_5,1579.688,2257.611,2390,2584.29,3453.402,model,predicted,11115500
17586470,DS_Dur_WS,116.391666666666,147.4,182.408333333333,214.241666666667,246.5,model,predicted,11115500
17586470,DS_Mag_50,0.983844217894022,1.96049022574553,2.66176617089939,3.2382773125005,4.32561522058831,model,predicted,11115500
17586470,DS_Mag_90,1.91758119777466,3.51117075186601,4.74321108399207,6.95467464835803,10.3419453852919,model,predicted,11115500
17586470,DS_Tim,228.125,260.660416666666,289,306.270833333333,323.08,model,predicted,11115500
17586470,FA_Dur,2,3,4,6,9,obs,predicted,11115500
17586470,FA_Mag,3.62667829783115,7.05180627771971,16.667098927956,33.585393257007,73.7910105504274,model,predicted,11115500
17586470,FA_Tim,11.18,26.8125,41.5,50.2,61,model,predicted,11115500
17586470,Peak_Dur_10,1,1,1,2,3,obs,predicted,11115500
17586470,Peak_Fre_10,1,1,1,1,2,obs,predicted,11115500
17586470,SP_Dur,40.4875,64.8666666666666,77.5,104.7625,143,model,predicted,11115500
17586470,SP_Mag,22.5188941027673,57.1162739355317,133.468094897087,223.039867685283,456.682995138631,model,predicted,11115500
17586470,SP_ROC,0.0377445093584334,0.0500000000000001,0.0666666666666667,0.0943396226415094,0.151475888975889,obs,predicted,11115500
17586470,SP_Tim,155,170.61875,177.75,186.14375,209.6525,model,predicted,11115500
17586470,Wet_BFL_Dur,43.7375,66.84375,87.75,110.60625,141.416666666667,model,predicted,11115500
17586470,Wet_BFL_Mag_10,1.16129410210018,2.56966360517154,3.66035319878513,5.85466074859758,8.57112213923752,model,predicted,11115500
17586470,Wet_BFL_Mag_50,4.03820450524824,5.92710693480507,9.53461036417584,14.1753312728063,28.6867281357081,model,predicted,11115500
17586470,Wet_Tim,50.79,72.8645833333333,90.6833333333334,104.90625,119.703333333333,model,predicted,11115500
17586460,Peak_Dur_2,1,1,3,7,14,inferred,predicted,11116000
17586460,Peak_Dur_5,1,1,2,3,5,inferred,predicted,11116000
17586460,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11116000
17586460,Peak_Fre_5,1,1,1,2,3,inferred,predicted,11116000
17586460,Peak_10,626.458326923732,1125.99380826461,1454,1508.3527586056302,1642.79641093444,model,predicted,11116000
17586460,Peak_2,88.0823016758268,188.250853372081,228.569647858761,236.315813589492,264.738206485202,model,predicted,11116000
17586460,Peak_5,420.1582,710.0522,1050.034,1143.826,1297.536,model,predicted,11116000
17586460,DS_Dur_WS,143.25,170.614583333333,199.9,228.7875,261.525,model,predicted,11116000
17586460,DS_Mag_50,0.403823744027933,0.627782963030348,1.0846802606807,1.22741549118685,1.46968233258624,model,predicted,11116000
17586460,DS_Mag_90,0.865995675743792,1.38417010356613,1.80440317746928,2.53997297966134,3.3362503900111,model,predicted,11116000
17586460,DS_Tim,209.8,229.55,255.95,276.175,297.01,model,predicted,11116000
17586460,FA_Dur,2,3,5,7,13.4,obs,predicted,11116000
17586460,FA_Mag,1.17417156122809,2.50048348634932,4.69879389119974,8.74346034364885,16.0012949127,model,predicted,11116000
17586460,FA_Tim,12.725,31.7770833333334,41.4458333333334,50,61.1025,model,predicted,11116000
17586460,Peak_Dur_10,1,1,1,2,3.4,obs,predicted,11116000
17586460,Peak_Fre_10,1,1,1,2,2,obs,predicted,11116000
17586460,SP_Dur,33.6,52.5375,74.8875,91.5166666666667,122.845,model,predicted,11116000
17586460,SP_Mag,9.41830004141162,13.3666594686243,22.9270618972721,47.8344596859582,115.052668696683,model,predicted,11116000
17586460,SP_ROC,0.048079693221675,0.0595744680851064,0.0759493670886077,0.106203007518797,0.177875188536953,obs,predicted,11116000
17586460,SP_Tim,155,170.641666666666,177.183333333334,192.5,210.3,model,predicted,11116000
17586460,Wet_BFL_Dur,51.0433333333334,72.7416666666667,92.7,109.375,141.2,model,predicted,11116000
17586460,Wet_BFL_Mag_10,0.939981977250558,1.52290545499992,2.05627003783298,2.59817150849075,3.40206240583675,model,predicted,11116000
17586460,Wet_BFL_Mag_50,1.78355407324417,3.2068024874265,4.21805968260736,5.24981974633942,6.56904434693816,model,predicted,11116000
17586460,Wet_Tim,62.9833333333333,82.55,85.5,95.4625,105.666666666667,model,predicted,11116000
17586774,Peak_Dur_2,1,1,3,6,10,inferred,predicted,11117600
17586774,Peak_Dur_5,1,1,1,2,4,inferred,predicted,11117600
17586774,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11117600
17586774,Peak_Fre_5,1,1,1,2,2,inferred,predicted,11117600
17586774,Peak_10,773.840948236273,1191.7641272449,1293.67646627028,1418.87414022007,1605.89493479744,model,predicted,11117600
17586774,Peak_2,155.270106144211,203.31025825567104,219.5,229.794933701234,240.089867402468,model,predicted,11117600
17586774,Peak_5,552.6339,751.7493,798.4,914.8492,1135.511,model,predicted,11117600
17586774,DS_Dur_WS,166.2225,189.158333333334,212.083333333333,236.55625,269.803333333334,model,predicted,11117600
17586774,DS_Mag_50,0.0994323868489413,0.23079095893285,0.348069514134786,0.387499999999999,0.513824826135375,model,predicted,11117600
17586774,DS_Mag_90,0.267337480090409,0.601807831989344,0.811902104058254,1.13480508324327,1.65227545220318,model,predicted,11117600
17586774,DS_Tim,184.25,208.585416666667,235.375,262.025,284,model,predicted,11117600
17586774,FA_Dur,2,3,4,6,9,obs,predicted,11117600
17586774,FA_Mag,1.50419052431255,2.5070241486842,4.91440303600069,12.3188598331504,19.7797585576294,model,predicted,11117600
17586774,FA_Tim,13.96,35.5,43.7416666666666,50.5,61.6733333333333,model,predicted,11117600
17586774,Peak_Dur_10,1,1,1,2,3,obs,predicted,11117600
17586774,Peak_Fre_10,1,1,1,1,2,obs,predicted,11117600
17586774,SP_Dur,24.16,35.3583333333333,59,84.03125,118.0125,model,predicted,11117600
17586774,SP_Mag,13.7902614993167,37.6870487866479,71.5880000676406,143.127776510243,214.948887106922,model,predicted,11117600
17586774,SP_ROC,0.0377445093584334,0.0500000000000001,0.0666666666666667,0.0943396226415094,0.151475888975889,obs,predicted,11117600
17586774,SP_Tim,150.741666666667,156.575,164.5,179,194.008333333333,model,predicted,11117600
17586774,Wet_BFL_Dur,48.245,62.8625,81.9125,96.25,129,model,predicted,11117600
17586774,Wet_BFL_Mag_10,0.290449506175071,0.53657873455025,0.82691855393438,1.02771530883714,1.43851428926653,model,predicted,11117600
17586774,Wet_BFL_Mag_50,0.935243711713219,1.34220348617799,1.70674265874276,2.7823952035357302,4.83737416767863,model,predicted,11117600
17586774,Wet_Tim,63.8,76,85.6833333333334,96.95,114.5675,model,predicted,11117600
17586728,Peak_Dur_2,1,1,3,6,10,inferred,predicted,11117800
17586728,Peak_Dur_5,1,1,1,2,4,inferred,predicted,11117800
17586728,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11117800
17586728,Peak_Fre_5,1,1,1,2,2,inferred,predicted,11117800
17586728,Peak_10,514.958441221714,820.3856422710389,958.0244468446872,1099.7988749070698,1122,model,predicted,11117800
17586728,Peak_2,76.6326018445651,132.674285405181,153.680855123368,163,167.216929365376,model,predicted,11117800
17586728,Peak_5,333.7492,540.5517,709.6003,813.3259,821.4,model,predicted,11117800
17586728,DS_Dur_WS,162.8,191.25,217.908333333334,236.31875,269.0125,model,predicted,11117800
17586728,DS_Mag_50,-1.6295714777570002e-16,0,5.1176805066044e-4,0.0517871601511348,0.191129857085623,model,predicted,11117800
17586728,DS_Mag_90,0.0956965827694936,0.221390343235531,0.418618425103546,0.755948005915123,1.08488936280813,model,predicted,11117800
17586728,DS_Tim,186,209.3875,228.391666666666,255,278.205,model,predicted,11117800
17586728,FA_Dur,2,3,4,6,9,obs,predicted,11117800
17586728,FA_Mag,0.827818843095711,1.70827137733702,3.40332353825792,7.5956218507504,12.148800778594,model,predicted,11117800
17586728,FA_Tim,13.5,34,43.5,51.025,62,model,predicted,11117800
17586728,Peak_Dur_10,1,1,1,2,3,obs,predicted,11117800
17586728,Peak_Fre_10,1,1,1,1,2,obs,predicted,11117800
17586728,SP_Dur,23.99,33.34375,53.8,84.25,111.265,model,predicted,11117800
17586728,SP_Mag,7.01070487896338,23.6855588378928,47.5238872637423,88.467823268173,120.688174920048,model,predicted,11117800
17586728,SP_ROC,0.0377445093584334,0.0500000000000001,0.0666666666666667,0.0943396226415094,0.151475888975889,obs,predicted,11117800
17586728,SP_Tim,151.59,157,163.6875,179.5,197.0225,model,predicted,11117800
17586728,Wet_BFL_Dur,46.5,64.625,79.1083333333333,106.575,132.825,model,predicted,11117800
17586728,Wet_BFL_Mag_10,0.108842741065238,0.284737341433669,0.463632357102323,0.614937948399275,0.926873911197234,model,predicted,11117800
17586728,Wet_BFL_Mag_50,0.564290311522439,0.902215427063513,1.2539099312795,1.89621392550464,3.06696098458016,model,predicted,11117800
17586728,Wet_Tim,64.07,74.5,85.15,94.0666666666667,107.775,model,predicted,11117800
17594763,Peak_Dur_2,1,1,3,7,14,inferred,predicted,11120550
17594763,Peak_Dur_5,1,1,2,3,5,inferred,predicted,11120550
17594763,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11120550
17594763,Peak_Fre_5,1,1,1,2,3,inferred,predicted,11120550
17594763,Peak_10,459.236486536248,744.6055524644439,882.714499622712,903.581494159325,1060.76305872359,model,predicted,11120550
17594763,Peak_2,110.962581043532,203.561282283643,347.156880569552,378.089469232733,380.5,model,predicted,11120550
17594763,Peak_5,323.7873,595.4815,687.209,705.6205,794.0972,model,predicted,11120550
17594763,DS_Dur_WS,135.3675,165.9125,197.95,233.975,271.1025,model,predicted,11120550
17594763,DS_Mag_50,0,0.0529435470671584,0.191155938143601,0.309232160061128,0.559121505500075,model,predicted,11120550
17594763,DS_Mag_90,0.123254141190369,0.369635802251356,0.584169446154414,0.900733926920031,1.73260363520687,model,predicted,11120550
17594763,DS_Tim,193.646666666667,226.0625,246.645833333333,269.375,293.6025,model,predicted,11120550
17594763,FA_Dur,2,3,5,7,13.4,obs,predicted,11120550
17594763,FA_Mag,1.25081721216013,2.44651776015536,4.0011041873602204,8.71678879904636,17.300018260628,model,predicted,11120550
17594763,FA_Tim,10.685,28.04375,39,48,62.2,model,predicted,11120550
17594763,Peak_Dur_10,1,1,1,2,3.4,obs,predicted,11120550
17594763,Peak_Fre_10,1,1,1,2,2,obs,predicted,11120550
17594763,SP_Dur,25.74,34.975,52.3166666666666,81.325,116.31,model,predicted,11120550
17594763,SP_Mag,5.56077062663612,15.1016490912418,21.6398457829998,54.0313305345626,125.880921168413,model,predicted,11120550
17594763,SP_ROC,0.048079693221675,0.0595744680851064,0.0759493670886077,0.106203007518797,0.177875188536953,obs,predicted,11120550
17594763,SP_Tim,157.75,165.375,176,192.09375,213.8375,model,predicted,11120550
17594763,Wet_BFL_Dur,44,69.84375,89.475,118.9875,156.32,model,predicted,11120550
17594763,Wet_BFL_Mag_10,0.14328700597919,0.413794192483488,0.686704778414388,0.93267739768312,1.40988193988274,model,predicted,11120550
17594763,Wet_BFL_Mag_50,0.786101232362187,1.31015355418837,2.12935582679303,3.05902722650207,4.54628462470873,model,predicted,11120550
17594763,Wet_Tim,55.95,76.475,88.5833333333333,96.6979166666667,105,model,predicted,11120550
17608281,Peak_Dur_2,1,1,3,6,10,inferred,predicted,11128400
17608281,Peak_Dur_5,1,1,1,2,4,inferred,predicted,11128400
17608281,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11128400
17608281,Peak_Fre_5,1,1,1,2,2,inferred,predicted,11128400
17608281,Peak_10,409.837155274467,663.900820473886,873.496683137388,887.5882309946139,950.064910684792,model,predicted,11128400
17608281,Peak_2,90.59186265648027,120.354432332576,127.127296895613,151.09739682312,215.046712859194,model,predicted,11128400
17608281,Peak_5,337.7496,429.453,641.9446,695,728.7549,model,predicted,11128400
17608281,DS_Dur_WS,137.326666666666,169.6375,210.15,249.21875,278.755,model,predicted,11128400
17608281,DS_Mag_50,-2.2052359938129499e-16,0,0.0283807281212427,0.130913463714491,0.251967259672147,model,predicted,11128400
17608281,DS_Mag_90,0.0703934740346669,0.222302224442999,0.311312044713599,0.548634926110897,1.06114682013608,model,predicted,11128400
17608281,DS_Tim,183.25,210.8125,240.566666666666,264.88125,292.5125,model,predicted,11128400
17608281,FA_Dur,2,3,4,6,9,obs,predicted,11128400
17608281,FA_Mag,0.908342812029931,1.7457302122569,2.92667834900759,8.21506928642526,16.0052680658095,model,predicted,11128400
17608281,FA_Tim,11.75,31.6916666666666,43.3666666666666,54.875,64,model,predicted,11128400
17608281,Peak_Dur_10,1,1,1,2,3,obs,predicted,11128400
17608281,Peak_Fre_10,1,1,1,1,2,obs,predicted,11128400
17608281,SP_Dur,23.6125,34.2875,46.1333333333334,76.24375,111.5,model,predicted,11128400
17608281,SP_Mag,5.140984240625,10.7896429980579,24.6975267203851,61.8497346424388,126.493286587637,model,predicted,11128400
17608281,SP_ROC,0.0377445093584334,0.0500000000000001,0.0666666666666667,0.0943396226415094,0.151475888975889,obs,predicted,11128400
17608281,SP_Tim,155,160.7125,174.5,187.677083333333,210.7,model,predicted,11128400
17608281,Wet_BFL_Dur,41.82,62.175,86.5,115.1,143.8775,model,predicted,11128400
17608281,Wet_BFL_Mag_10,0.0135949420968173,0.166924105569183,0.34837990943184,0.662363188415097,0.955565684378331,model,predicted,11128400
17608281,Wet_BFL_Mag_50,0.568594012882232,0.856468023378985,1.48743186193447,2.32798946995376,4.25696226515156,model,predicted,11128400
17608281,Wet_Tim,58.32,81.8125,90.275,99.5,105.205,model,predicted,11128400
17625379,Peak_Dur_2,1,1,3,7,14,inferred,predicted,11138500
17625379,Peak_Dur_5,1,1,2,3,5,inferred,predicted,11138500
17625379,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11138500
17625379,Peak_Fre_5,1,1,1,2,3,inferred,predicted,11138500
17625379,Peak_10,3226.11984126567,3586,4056.8625462520504,7929.50084430178,18310.804574987294,model,predicted,11138500
17625379,Peak_2,545.031783276953,680.255649462154,728.660672989314,1388.06622038169,2609.4599104364397,model,predicted,11138500
17625379,Peak_5,2231.959,2424,2569.436,5433.9890000000005,11680.06,model,predicted,11138500
17625379,DS_Dur_WS,176.0625,196.0375,206.666666666667,220,246.0125,model,predicted,11138500
17625379,DS_Mag_50,0.586819121150953,1.1125,1.5,1.63789132890667,2.23181764205538,model,predicted,11138500
17625379,DS_Mag_90,2.01325720464676,3.17847126103994,4.79510922484076,7.68076023801444,16.4348725782915,model,predicted,11138500
17625379,DS_Tim,228.21,248.241666666667,257,263,274.1425,model,predicted,11138500
17625379,FA_Dur,2,3,5,7,13.4,obs,predicted,11138500
17625379,FA_Mag,5.03895871183026,9.74482011833591,22.333688360963,62.5264535079327,158.066014919699,model,predicted,11138500
17625379,FA_Tim,11.1625,28.0291666666667,43.4,55,62.8775,model,predicted,11138500
17625379,Peak_Dur_10,1,1,1,2,3.4,obs,predicted,11138500
17625379,Peak_Fre_10,1,1,1,2,2,obs,predicted,11138500
17625379,SP_Dur,40.15,54.2666666666667,58.8666666666666,65.35625,80.52,model,predicted,11138500
17625379,SP_Mag,37.5371036167354,93.2316149196596,136.426446267638,198.948039578895,614.859868594496,model,predicted,11138500
17625379,SP_ROC,0.048079693221675,0.0595744680851064,0.0759493670886077,0.106203007518797,0.177875188536953,obs,predicted,11138500
17625379,SP_Tim,170.67,179.75,188,192,205.5,model,predicted,11138500
17625379,Wet_BFL_Dur,56.6666666666667,77.125,91.2,95.9,116.665,model,predicted,11138500
17625379,Wet_BFL_Mag_10,3.64673923111847,6.75755037278789,10.1337489213344,13.9948513202304,20.6399805641564,model,predicted,11138500
17625379,Wet_BFL_Mag_50,15.1152679369397,24.6044608562238,36.0868255581623,41.9399798393394,57.3543653991258,model,predicted,11138500
17625379,Wet_Tim,78.99,91.89375,101.5,104.55,112.01,model,predicted,11138500
8189809,Peak_Dur_2,1,1,3,6,10,inferred,predicted,11143000
8189809,Peak_Dur_5,1,1,1,2,4,inferred,predicted,11143000
8189809,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11143000
8189809,Peak_Fre_5,1,1,1,2,2,inferred,predicted,11143000
8189809,Peak_10,1859.0038405988896,2673.6114999274,3113.89155855582,3229.87787772411,3503.2474925668103,model,predicted,11143000
8189809,Peak_2,697.296686767536,1227.54104557092,1280,1326.7551736401,1470.35783845367,model,predicted,11143000
8189809,Peak_5,1380.743,2278.165,2700.9359999999997,2781.296,2994.795,model,predicted,11143000
8189809,DS_Dur_WS,147.893333333333,167.833333333333,174.5,180.5,209.085,model,predicted,11143000
8189809,DS_Mag_50,12.1903093693778,14.9677114374098,16.7166057340549,17.8033305886189,20,model,predicted,11143000
8189809,DS_Mag_90,18.6689887908019,26.084738918077,33.19,36.445,48.9414840381802,model,predicted,11143000
8189809,DS_Tim,243.5125,261.958333333333,270.866666666667,275.2125,285,model,predicted,11143000
8189809,FA_Dur,2,3,4,6,9,obs,predicted,11143000
8189809,FA_Mag,25.3207648572429,42.8292719712495,55.819328609516,76.2419587883388,127.104821753531,model,predicted,11143000
8189809,FA_Tim,17.09,28.325,33.8,35.9166666666667,44.5,model,predicted,11143000
8189809,Peak_Dur_10,1,1,1,2,3,obs,predicted,11143000
8189809,Peak_Fre_10,1,1,1,1,2,obs,predicted,11143000
8189809,SP_Dur,55.765,69.05,72,78.2,92.425,model,predicted,11143000
8189809,SP_Mag,142.794366048359,280.436229442055,329.370448469755,449.694434999949,743.693380161516,model,predicted,11143000
8189809,SP_ROC,0.0377445093584334,0.0500000000000001,0.0666666666666667,0.0943396226415094,0.151475888975889,obs,predicted,11143000
8189809,SP_Tim,171,179.1,181,186.5,201,model,predicted,11143000
8189809,Wet_BFL_Dur,78.5341666666667,93.5,104,110.45,131.51,model,predicted,11143000
8189809,Wet_BFL_Mag_10,20.643445547764,28.65,31.2539182767601,39.3475114806332,58.8139972311395,model,predicted,11143000
8189809,Wet_BFL_Mag_50,68.1552381057531,89.3910679714278,111.308168673975,117.095280977029,153.176099670657,model,predicted,11143000
8189809,Wet_Tim,59.4425,71.9166666666667,76.8,77.625,92.3116666666666,model,predicted,11143000
