Power.avg,Period,Power.avg.pval
0.039277372519382105,0.06666666666666667,1
0.04806088783959866,0.06901766158942517,1
0.056566991622813784,0.0714515641690862,1
0.06431495143940488,0.07397129813785633,1
0.07106385393958757,0.07657989033313566,1
0.07685000033124843,0.07928047433351472,1
0.08190905606905238,0.08207629422299442,1
0.08653394791158511,0.08497070848795081,1
0.09095351816828028,0.08796719405152627,1
0.09528961289472299,0.09106935045029302,1
0.0995891427636829,0.09428090415820632,1
0.10388454103147587,0.09760571306304168,1
0.10823601042593485,0.1010477711006932,1
0.11273619223143658,0.1046112130529001,1
0.1174842057518285,0.10830031951416473,1
0.12254850618760986,0.11211952203382859,1
0.12793931297101765,0.11607340843948322,1
0.1336058274841362,0.1201667283481107,1
0.13946156611543953,0.12440439887157431,1
0.1454253964175554,0.12879151052331275,1
0.1514554984758081,0.13333333333333333,1
0.1575578319913612,0.13803532317885034,1
0.16376810828464744,0.1429031283381724,1
0.17012317335837085,0.14794259627571266,1
0.17664094760584345,0.1531597806662713,1
0.1833174889331838,0.15856094866702944,1
0.19013747415925464,0.16415258844598885,1
0.1970913618970605,0.16994141697590162,1
0.20419684969241067,0.1759343881030526,1
0.21152301271120524,0.18213870090058606,1
0.21920772366405444,0.18856180831641264,1
0.22745153674339902,0.19521142612608336,1
0.23647695271307118,0.2020955422013864,1
0.2464609922337006,0.2092224261058002,1
0.25746656091758985,0.21660063902832946,1
0.2694001747130863,0.22423904406765718,1
0.282011203285707,0.23214681687896643,1
0.2949328563145476,0.2403334566962214,1
0.3077555772226536,0.24880879774314865,1
0.32011639283446003,0.2575830210466255,1
0.3317766388442018,0.26666666666666666,1
0.3426483493047876,0.27607064635770073,1
0.35273627467608615,0.2858062566763448,1
0.36201000650660836,0.29588519255142526,1
0.3702946753803666,0.3063195613325426,1
0.3773013991791111,0.3171218973340589,1
0.3828451483025061,0.32830517689197775,1
0.3871451299349656,0.33988283395180324,1
0.39099656722283843,0.35186877620610524,1
0.3956517172991567,0.36427740180117213,1
0.4024268432992942,0.3771236166328253,1
0.4122199033066543,0.3904228522521668,1
0.42516233934780184,0.4041910844027728,1
0.44054150067822945,0.41844485221160044,1
0.4570068494728342,0.4332012780566589,1
0.4729811341130569,0.44847808813531437,1
0.4871432064238237,0.464293633757933,1
0.4988235874544668,0.4806669133924428,1
0.5081752530368284,0.49761759548629736,1
0.5160658685870484,0.515166042093251,1
0.5237501892208152,0.5333333333333333,1
0.5324549671575984,0.5521412927154015,1
0.5430068035084551,0.5716125133526896,1
0.5555841907327312,0.5917703851028507,1
0.5696337845021153,0.6126391226650852,1
0.5839738727225883,0.6342437946681178,1
0.5970788119063554,0.6566103537839555,1
0.6074724658798659,0.6797656679036065,1
0.6141007941207639,0.7037375524122105,1
0.6165699009880039,0.7285548036023443,1
0.6152147701714542,0.7542472332656506,1
0.6110178829408774,0.7808457045043335,1
0.6053836294231079,0.8083821688055456,1
0.5997679754344446,0.8368897044232009,1
0.5952488799172216,0.8664025561133178,1
0.5922436352740076,0.8969561762706287,1
0.590564043222317,0.928587267515866,1
0.5897858294818156,0.9613338267848855,1
0.5896655623913325,0.9952351909725947,1
0.590310311880492,1.030332084186502,1
0.5920349856335604,1.0666666666666667,1
0.5951087561833344,1.1042825854308025,1
0.5996399055284314,1.1432250267053796,1
0.605654219841921,1.1835407702057015,1
0.6132024726299716,1.2252782453301705,1
0.622306820689964,1.2684875893362355,1
0.6327408647546248,1.3132207075679105,0.99
0.643853820304464,1.3595313358072134,0.99
0.6546786333202186,1.407475104824421,0.97
0.6643471611497849,1.4571096072046885,0.86
0.6725622284154403,1.5084944665313011,0.66
0.6798233227950494,1.5616914090086667,0.42
0.6873193228898119,1.6167643376110916,0.19
0.6966382496238621,1.6737794088464018,0.09
0.7094659794023535,1.7328051122266357,0.03
0.7273126170340818,1.7939123525412575,0
0.7512348426681474,1.8571745350317324,0
0.7815902972138619,1.9226676535697715,0
0.8179551479408484,1.9904703819451894,0
0.8593285307036463,2.060664168373004,0
0.9046052553902474,2.1333333333333333,0
0.953117900422832,2.2085651708616063,0
1.0050094163274623,2.2864500534107592,0
1.0613655053398374,2.367081540411403,0
1.1242143040109625,2.450556490660341,0
1.196419585169429,2.536975178672471,0
1.2812233895200924,2.626441415135823,0
1.381201414817509,2.719062671614427,0
1.497004099125838,2.814950209648842,0
1.6270661128293993,2.914219214409377,0
1.7694860999009365,3.0169889330626023,0
1.9258595786363137,3.123382818017335,0
2.1046104621478374,3.2335286752221832,0
2.3201354452059317,3.3475588176928035,0
2.585566776845561,3.4656102244532714,0
2.9010849497520765,3.587824705082515,0
3.2440584741228657,3.7143490700634647,0
3.5685988035521357,3.845335307139543,0
3.8187515933339276,3.980940763890379,0
3.9527310491128236,4.121328336746008,0
3.9686475369317393,4.266666666666667,0
3.918859783319485,4.417130341723213,0
3.9032688236079673,4.5729001068215185,0
4.0414886595230914,4.734163080822806,0
4.434726306976156,4.901112981320682,0
5.132222098453753,5.073950357344942,0
6.110991500107552,5.252882830271646,0
7.2685636340153295,5.438125343228854,0
8.427344440165747,5.629900419297684,0
9.356923668068092,5.828438428818754,0
9.824379088687405,6.033977866125205,0
9.669977586130306,6.24676563603467,0
8.880616679577367,6.4670573504443665,0
7.617078146332614,6.695117635385607,0
6.165358185886696,6.931220448906543,0
4.826930610838283,7.17564941016503,0
3.807350630026581,7.428698140126929,0
3.167315732347786,7.690670614279086,0
2.8560385304579667,7.961881527780758,0
2.7908740618890797,8.242656673492016,0
2.927227014509702,8.533333333333333,0
3.286788775963996,8.834260683446425,0
3.946948400716981,9.145800213643037,0
5.009489754241666,9.468326161645612,0
6.562189183444404,9.802225962641364,0
8.63781673237331,10.147900714689884,0
