Power.avg,Period,Power.avg.pval
0.17957599473707758,0.06666666666666667,1
0.22471059773230165,0.06901766158942517,1
0.27140009034435386,0.0714515641690862,1
0.31770914589422006,0.07397129813785633,1
0.36250349163814316,0.07657989033313566,1
0.40568984485495724,0.07928047433351472,1
0.4479926252153429,0.08207629422299442,1
0.49039972166391854,0.08497070848795081,1
0.5335872840024756,0.08796719405152627,1
0.5776027913004061,0.09106935045029302,1
0.6218984661051469,0.09428090415820632,1
0.6656213994473443,0.09760571306304168,1
0.7079887158566779,0.1010477711006932,1
0.7485975089694883,0.1046112130529001,1
0.7875796204335899,0.10830031951416473,1
0.8255712375699684,0.11211952203382859,1
0.863520613980547,0.11607340843948322,1
0.9024030004146112,0.1201667283481107,1
0.9429339740010864,0.12440439887157431,1
0.985356761656538,0.12879151052331275,1
1.0293444035461046,0.13333333333333333,1
1.0740365397633684,0.13803532317885034,1
1.1182182478234453,0.1429031283381724,1
1.1606115746265921,0.14794259627571266,1
1.2001960048129368,0.1531597806662713,1
1.2364510625954483,0.15856094866702944,1
1.2694389753166193,0.16415258844598885,1
1.299689044454333,0.16994141697590162,1
1.3279019987704221,0.1759343881030526,1
1.3545788405240404,0.18213870090058606,1
1.3797506537508473,0.18856180831641264,1
1.4029519281372584,0.19521142612608336,1
1.4234409856774421,0.2020955422013864,1
1.4405552389309915,0.2092224261058002,1
1.4540823338586149,0.21660063902832946,1
1.4645578693415222,0.22423904406765718,1
1.4733712347337544,0.23214681687896643,1
1.4825326493535946,0.2403334566962214,1
1.4940665313726122,0.24880879774314865,1
1.5092396208629144,0.2575830210466255,1
1.5279984619157627,0.26666666666666666,1
1.5488955867996526,0.27607064635770073,1
1.569493597862119,0.2858062566763448,1
1.5870078728060437,0.29588519255142526,1
1.5989410993709483,0.3063195613325426,1
1.6035848786204947,0.3171218973340589,1
1.600340342013788,0.32830517689197775,1
1.589814292316801,0.33988283395180324,1
1.5736773621402198,0.35186877620610524,1
1.554356822989417,0.36427740180117213,1
1.5346924790534018,0.3771236166328253,1
1.5176358573983597,0.3904228522521668,1
1.5059561891731081,0.4041910844027728,1
1.5018410768681132,0.41844485221160044,1
1.5063425373104469,0.4332012780566589,1
1.5188251107485231,0.44847808813531437,1
1.5367810580739325,0.464293633757933,1
1.5563572668543086,0.4806669133924428,1
1.5735741479268193,0.49761759548629736,1
1.5857055416995427,0.515166042093251,1
1.5920626658009525,0.5333333333333333,1
1.5937614347665965,0.5521412927154015,1
1.5927313608870584,0.5716125133526896,1
1.590676184163462,0.5917703851028507,1
1.5885599738829363,0.6126391226650852,0.97
1.5866640428974883,0.6342437946681178,0.86
1.5848474186166261,0.6566103537839555,0.55
1.582664436093034,0.6797656679036065,0.32
1.5793503057489937,0.7037375524122105,0.12
1.5740020220086663,0.7285548036023443,0.02
1.5661967719758476,0.7542472332656506,0.01
1.5567808518949362,0.7808457045043335,0
1.5480808386470812,0.8083821688055456,0
1.5429355467347954,0.8368897044232009,0
1.5428293409383274,0.8664025561133178,0
1.5463473875640164,0.8969561762706287,0
1.5492395310105205,0.928587267515866,0
1.546329114532542,0.9613338267848855,0
1.5341447595162343,0.9952351909725947,0
1.5126334033317403,1.030332084186502,0
1.485016160507914,1.0666666666666667,0
1.4560908385695972,1.1042825854308025,0
1.4300831879392426,1.1432250267053796,0
1.4091170152349985,1.1835407702057015,0
1.3928215141121834,1.2252782453301705,0
1.379013953205491,1.2684875893362355,0
1.3650443852012382,1.3132207075679105,0
1.3492494411315428,1.3595313358072134,0
1.3319513949940514,1.407475104824421,0
1.3156056646202683,1.4571096072046885,0
1.3041098460883165,1.5084944665313011,0
1.3017185354207015,1.5616914090086667,0
1.3120576577763134,1.6167643376110916,0
1.3373639290893562,1.6737794088464018,0
1.3777954170393483,1.7328051122266357,0
1.4309031847093834,1.7939123525412575,0
1.4918389671208963,1.8571745350317324,0
1.5548449704079892,1.9226676535697715,0
1.6157342139704745,1.9904703819451894,0
1.674065255970349,2.060664168373004,0
1.7335335008321606,2.1333333333333333,0
1.800085644307171,2.2085651708616063,0
1.8787500933219434,2.2864500534107592,0
1.971048731325668,2.367081540411403,0
2.0744621567159185,2.450556490660341,0
2.1840805611738423,2.536975178672471,0
2.295292137649067,2.626441415135823,0
2.406015429559014,2.719062671614427,0
2.5176463958335913,2.814950209648842,0
2.634879113377118,2.914219214409377,0
2.765072687451048,3.0169889330626023,0
2.9175564345829303,3.123382818017335,0
3.1024614353425743,3.2335286752221832,0
3.328031667785077,3.3475588176928035,0
3.5957182876409535,3.4656102244532714,0
3.894041821030915,3.587824705082515,0
4.194451657520781,3.7143490700634647,0
4.453456019796119,3.845335307139543,0
4.623584921508922,3.980940763890379,0
4.671366060970742,4.121328336746008,0
4.595510181537391,4.266666666666667,0
4.436013315618113,4.417130341723213,0
4.26741705997193,4.5729001068215185,0
4.177029369532219,4.734163080822806,0
4.2373484776544865,4.901112981320682,0
4.484561120076553,5.073950357344942,0
4.908908999385211,5.252882830271646,0
5.45391944473646,5.438125343228854,0
6.019939027267254,5.629900419297684,0
6.474867308933598,5.828438428818754,0
6.680891789977691,6.033977866125205,0
6.538986303438605,6.24676563603467,0
6.035200198756729,6.4670573504443665,0
5.260420575112298,6.695117635385607,0
4.383614696914088,6.931220448906543,0
3.586458928567538,7.17564941016503,0
2.9947363699955947,7.428698140126929,0
2.6452898767218596,7.690670614279086,0
2.5019893722252964,7.961881527780758,0
2.5015286229550826,8.242656673492016,0
2.59692788594,8.533333333333333,0
2.7788165970047096,8.834260683446425,0
3.074223960593412,9.145800213643037,0
3.532176516241248,9.468326161645612,0
4.203535570707293,9.802225962641364,0
5.117710717739968,10.147900714689884,0
6.2574335547787525,10.505765660543291,0
7.5358393518696705,10.876250686457707,0
8.785875955506258,11.259800838595368,0
9.776104358924592,11.656876857637508,0
10.262789819378096,12.06795573225041,0
10.07165999739138,12.49353127206934,0
9.178678147797193,12.934114700888733,0
7.744180492664732,13.390235270771214,0
6.068179351256241,13.862440897813086,0
4.478793660516923,14.35129882033006,0
3.212425759378434,14.857396280253859,0
2.352305953955678,15.381341228558172,0
1.8493809347343113,15.923763055561516,0
1.5928627015606096,16.485313346984032,0
1.476461139807314,17.066666666666666,0
1.4297480193072136,17.66852136689285,0
1.418537374977446,18.291600427286063,0
1.432362492136562,18.936652323291224,0
1.4715730019454505,19.604451925282742,0
1.5378168943458468,20.295801429379768,0
1.6280599727596907,21.011531321086583,0
1.7319845078349019,21.7525013729154,0
1.8327197725982602,22.519601677190735,0
1.9105462516547096,23.31375371527503,0
1.9482174584901664,24.13591146450082,0
1.9353797509841402,24.98706254413868,0
1.8699297439707039,25.86822940177745,0
1.7566621770650324,26.780470541542428,0
1.6058390938699414,27.72488179562619,0
1.4332908358549608,28.70259764066012,0
1.2601174745000745,29.714792560507718,0
1.1086761820717994,30.762682457116327,0
0.995005594922865,31.84752611112303,0
0.9225491014489557,32.970626693968086,0
0.88214729405972,34.13333333333333,0
0.8582251880077295,35.3370427337857,0
0.8363426634204151,36.58320085457213,0
0.8074040247937173,37.87330464658245,0
0.7676782507303875,39.208903850565484,0
0.7169607602960953,40.591602858759536,0
0.6572796953542601,42.023062642173166,0
0.5926344956168925,43.5050027458308,0
0.5287576572127531,45.03920335438147,0
0.47201547544938943,46.62750743055006,0
0.42772858202843944,48.27182292900164,0
0.3990223721712442,49.97412508827736,0
0.3869849611338133,51.73645880355497,0
0.3917794318663718,53.560941083084856,0
0.4135317943536399,55.44976359125238,0
0.4520752894351983,57.40519528132024,0
0.5057056127394449,59.429585121015435,0
0.5699866268236974,61.525364914232725,0
0.6376410561310493,63.69505222224606,0
0.6998482682633931,65.94125338793617,0
0.7484675377039526,68.26666666666667,0
0.7781930486838208,70.6740854675714,0
0.7875603114938928,73.16640170914434,0
0.7782126276159312,75.7466092931649,0
0.7528719069130746,78.41780770113097,0
0.71343871733211,81.18320571751907,0
0.6606733721351294,84.04612528434633,0
0.595731203998118,87.0100054916617,0
0.5223106586721942,90.07840670876294,0
0.4475875844781181,93.25501486110012,0
0.38095927762662557,96.54364585800327,0
0.3312586378681892,99.94825017655472,0
0.3042473785912537,103.47291760710993,0
0.3019116288229386,107.12188216616971,0
0.32358894451092507,110.89952718250476,0
0.36758410657090856,114.81039056264048,0
0.43186039465109904,118.85917024203087,0
0.5134878114112361,123.05072982846545,0
0.6076580593259994,127.39010444449212,0
0.7073367191434797,131.88250677587234,0
0.804012629798881,136.53333333333333,0
0.8891690069484055,141.3481709351428,0
0.9557153006315167,146.33280341828868,0
0.9988606946762849,151.4932185863298,0
1.0163847328890874,156.83561540226194,0
1.0084861683054076,162.36641143503815,0
0.9773179153872312,168.09225056869266,0
0.9262558162029682,174.0200109833234,0
0.8590819419423217,180.15681341752588,0
0.7794125771473012,186.51002972220024,0
0.6906110011200488,193.08729171600655,0
0.5961060558946593,199.89650035310945,0
0.49975517930959973,206.94583521421987,0
0.4058781288379005,214.24376433233942,0
0.31883479458460323,221.7990543650095,0
0.24232283989571257,229.62078112528096,0
0.17872563140501227,237.71834048406174,0
0.12878733579029333,246.1014596569309,0
0.09170955590094874,254.78020888898425,0
0.0655796659966998,263.7650135517447,0
0.04794228309120897,273.06666666666666,0
